Index,Address,Country,Country_Code,Latitude,Location,Longitude,Recorded_Lat,Recorded_Lng,Region,Type,ver_Index
715,"Zumpango, Mexico",Mexico,MEX,19.794,Zumpango,-99.10028,19.794,-99.10028,Central America and Caribbe,correct location data,
716,"El Menzeh, Morocco",Morocco,MAR,33.52,El Menzeh,-5.17,33.52,-5.17,North Africa and Near East,correct location data,
717,"Morocco, Morocco",Morocco,MAR,0.0,Khemiszemamra,0.0,31.1728192,-7.3366043,North Africa and Near East,no lat/lng entered / incorrect lat/lng - geocoded location,
718,"Angonia Tete, Mozambique",Mozambique,MOZ,-16.16,Angonia Tete,33.59,-16.16,33.59,Eastern and Southern Africa,correct location data,
719,"Mozambique, Mozambique",Mozambique,MOZ,0.0,Angora,0.0,-19.302233,34.9144977,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
720,"Chokwe, Mozambique",Mozambique,MOZ,-24.53,Chokwe,33.0,-24.53,33.0,Eastern and Southern Africa,correct location data,
722,"Lichinga, Mozambique",Mozambique,MOZ,-13.3,Lichinga,35.23,-13.3,35.23,Eastern and Southern Africa,correct location data,
723,"Mapupulo, Mozambique",Mozambique,MOZ,-13.24,Mapupulo,38.87,-13.24,38.87,Eastern and Southern Africa,correct location data,
724,"Maputo, Mozambique",Mozambique,MOZ,-25.9689,Maputo,32.5696,-25.9689,32.5696,Eastern and Southern Africa,correct location data,
725,"Mocuba, Mozambique",Mozambique,MOZ,-16.84,Mocuba,38.26,-16.84,38.26,Eastern and Southern Africa,correct location data,
726,"Morrumbala-zambezia, Mozambique",Mozambique,MOZ,-17.33,Morrumbala-zambezia,35.58,-17.33,35.58,Eastern and Southern Africa,correct location data,
727,"Mozambique, Mozambique",Mozambique,MOZ,0.0,Mozambique,0.0,-19.302233,34.9144977,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
728,"Mutarara, Mozambique",Mozambique,MOZ,-17.45,Mutarara,35.067,-17.45,35.067,Eastern and Southern Africa,correct location data,
729,"Namialo, Mozambique",Mozambique,MOZ,-14.91,Namialo,40.0,-14.91,40.0,Eastern and Southern Africa,correct location data,
730,"Nampula, Mozambique",Mozambique,MOZ,-15.1,Nampula,39.28,-15.1,39.28,Eastern and Southern Africa,correct location data,
731,"Nhacoongo, Mozambique",Mozambique,MOZ,-24.49,Nhacoongo,34.75,-24.49,34.75,Eastern and Southern Africa,correct location data,
734,"Mozambique, Mozambique",Mozambique,MOZ,0.0,Semol,0.0,-19.302233,34.9144977,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
735,"Sussundenga, Mozambique",Mozambique,MOZ,-19.33,Sussundenga,33.22,-19.33,33.22,Eastern and Southern Africa,correct location data,
736,"Umbeluzi, Mozambique",Mozambique,MOZ,-26.0544,Umbeluzi,32.3635,-26.0544,32.3635,Eastern and Southern Africa,correct location data,
737,"Mozambique, Mozambique",Mozambique,MOZ,0.0,Ussudenga,0.0,-19.302233,34.9144977,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
738,"Naunggala, Mon, Myanmar",Myanmar,MMR,0.0,Naung Mon,0.0,16.9786252,97.341379,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
739,"Waterfall (wet season only)(still a fun trek anyway), Hsipaw Township, Shan State, Myanmar",Myanmar,MMR,0.0,Sea,0.0,22.6405969,97.2675367,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
740,"Myanmar, Myanmar",Myanmar,MMR,0.0,Taryaw,0.0,17.1750495,95.9999652,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
741,"Myanmar, Myanmar",Myanmar,MMR,0.0,Tatkan,0.0,17.1750495,95.9999652,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
742,"Tatkon Township, 15011, Naypyitaw, Myanmar",Myanmar,MMR,0.0,Tatkone,0.0,20.1288844,96.2019535,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
746,"Mashare, Namibia",Namibia,NAM,-17.88,Mashare,20.22,-20.22,17.88,Eastern and Southern Africa,"entered (-lng, -lat)",
747,"Gamsberg Research Station, Khomas, Namibia",Namibia,NAM,0.0,Mitkomst Research Station,0.0,-23.3421727,16.2250963,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
748,"Runda, Namibia",Namibia,NAM,-17.96,Runda,19.72,-17.96,19.72,Eastern and Southern Africa,correct location data,
749,"Nepal, Nepal",Nepal,NPL,0.0,Hardinath,0.0,28.1083929,84.0917139,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
750,"Kabre, Eastern Development Region, Nepal",Nepal,NPL,0.0,Kabre,0.0,27.3442132,87.7025272,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
751,"Khumaltar, Nepal",Nepal,NPL,27.67,Khumaltar,85.33,27.67,85.33,Asia,correct location data,
752,"Lumle, Western Development Region, Nepal",Nepal,NPL,0.0,Lumle,0.0,28.2992518,83.8023028,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
753,"Pakhribas, Eastern Development Region, Nepal",Nepal,NPL,0.0,Pakhribas,0.0,27.067448149999997,87.25030271671474,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
754,"Parinanipur (p.a.s.), Nepal",Nepal,NPL,27.07,Parinanipur (p.a.s.),84.97,27.07,84.97,Asia,correct location data,
755,"Parwanipur, 45800, Central Development Region, Nepal",Nepal,NPL,0.0,Parwanipur,0.0,27.113407950000003,85.73390863527482,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
756,"Rampur, Nepal",Nepal,NPL,27.5,Rampur,85.42,27.5,85.42,Asia,correct location data,
757,"Surkhet, Nepal",Nepal,NPL,28.5,Surkhet,81.8,28.5,81.8,Asia,correct location data,
758,"Campos Azules, Calle Cabezas, 81000, Calle Cabezas, Bluefields, South Atlantic Autonomous Region, Nicaragua",Nicaragua,NIC,0.0,Campos Azules,0.0,12.0120715,-83.7624301,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
759,"Campos Azules, Calle Cabezas, 81000, Calle Cabezas, Bluefields, South Atlantic Autonomous Region, Nicaragua",Nicaragua,NIC,0.0,"Campos Azules, Masatepe",0.0,12.0120715,-83.7624301,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
760,"Carazo, Nicaragua",Nicaragua,NIC,0.0,Carazo,0.0,11.6635659,-86.3090376,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
761,"Chinandega, Nicaragua",Nicaragua,NIC,12.63,Chinandega,-87.13,12.63,-87.13,Central America and Caribbean,correct location data,
762,"Chontales, Nicaragua",Nicaragua,NIC,0.0,Chontales,0.0,11.8915422,-85.1013926,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
763,"11ma Calle Sur, 56300, La Libertad, Chontales, Nicaragua",Nicaragua,NIC,0.0,"Chontales, Tamboral Sur",0.0,12.2099531,-85.1647637,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
764,"Estelí-Condega, 32100, Estelí, Nicaragua",Nicaragua,NIC,0.0,"Condega, Esteli",0.0,13.2712685,-86.363163,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
765,"Comarca El Areno, 82400, South Atlantic Autonomous Region, Nicaragua",Nicaragua,NIC,0.0,"El Areno, El Rama",0.0,12.0131138,-84.543185,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
766,"Río El Jícaro, 38700, Nueva Segovia, Nicaragua",Nicaragua,NIC,0.0,"El Jicaro, Nueva Segovia",0.0,13.5701676,-86.0196906,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
767,"El Calanchin, 26200, Chinandega, Nicaragua",Nicaragua,NIC,0.0,"El Pellizco, Chinandega",0.0,12.8647263,-87.4757338,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
768,"Jalapa, 39200, Nueva Segovia, Nicaragua",Nicaragua,NIC,0.0,Jalapa,0.0,13.9220301,-86.1253458,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
769,"Via de acceso a Finca la fuente, 62700, Wasake, Matagalpa (Departemento), Nicaragua",Nicaragua,NIC,0.0,La Dal═a,0.0,13.1673341,-85.6764429,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
770,"Presa, 65000, La Ermita, Jinotega (Departamento), Nicaragua",Nicaragua,NIC,0.0,La Presa,0.0,13.1341173,-86.0366264,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
771,"Río La Trinidad, 32500, Estelí, Nicaragua",Nicaragua,NIC,0.0,"La Trinidad, Esteli",0.0,12.9630934,-86.2679135,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
772,"Quebrada Las Cruces, 62800, Managua, Nicaragua",Nicaragua,NIC,0.0,Las Cruces Carazo,0.0,12.6374994,-86.2714557,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
773,"Cerro Piedras Gordas, 38200, Nueva Segovia, Nicaragua",Nicaragua,NIC,0.0,"Las Piedras,nueva Segovia",0.0,13.7235007,-86.482923,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
774,"Potrero Redondo, 62200, Matagalpa (Departemento), Nicaragua",Nicaragua,NIC,0.0,Llano Redondo,0.0,12.8064933,-86.0142436,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
775,"Managua, Nicaragua",Nicaragua,NIC,13.12,Managua,-86.18,13.12,-86.18,Central America and Caribbean,correct location data,
776,"Nicaragua, Nicaragua",Nicaragua,NIC,0.0,Mazatepec,0.0,12.3724928,-84.8700308,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
777,"San Carlos, 16700, Managua, Nicaragua",Nicaragua,NIC,0.0,"Melchorita, San Carlos",0.0,11.8137205,-86.4869739,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
778,"Nindirí, 42200, Masaya, Nicaragua",Nicaragua,NIC,0.0,"Nindiri, Mazaya",0.0,12.0027086,-86.1186595,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
779,"La Paz de Carazo, 46500, Carazo, Nicaragua",Nicaragua,NIC,0.0,Paz De Carazo,0.0,11.8226879,-86.1278901,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
780,"Río Pueblo Nuevo, 32200, Estelí, Nicaragua",Nicaragua,NIC,0.0,Pueblo Nuevo,0.0,13.3804064,-86.4383255,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
781,"San Bartolo, 92400, Rio San Juan, Nicaragua",Nicaragua,NIC,0.0,San Bartolo,0.0,11.6586767,-85.0181565,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
782,"San Benito, 15100, Managua, Nicaragua",Nicaragua,NIC,0.0,"San Benito, Chinandega",0.0,12.3089404,-86.0543097,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
783,"San Cristobal, Nicaragua",Nicaragua,NIC,12.13,San Cristobal,-86.18,12.13,-86.18,Central America and Caribbean,correct location data,
784,"Valle Santa Cruz, 35000, Estelí, Nicaragua",Nicaragua,NIC,0.0,"Santa Cruz, Esteli",0.0,13.017159,-86.3113292,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
785,"Santa Juana, 10000 (CODIGO MAESTRO), Managua, Nicaragua",Nicaragua,NIC,0.0,"Santa Juana, Nindiri",0.0,12.0342866,-86.237774,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
786,"Santa Rosa, Nicaragua",Nicaragua,NIC,12.13,Santa Rosa,-86.18,12.13,-86.18,Central America and Caribbean,correct location data,
787,"Nigeria, Nigeria",Nigeria,NGA,0.0,Baganda,0.0,9.6000359,7.9999721,Western Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
788,"Ibadan, Nigeria",Nigeria,NGA,7.38,Ibadan,3.9,7.38,3.9,Western Africa,correct location data,
789,"Ikenne, Nigeria",Nigeria,NGA,6.333333,Ikenne,8.7,6.333333,8.7,Western Africa,correct location data,
790,"Jos Nig, Nigeria",Nigeria,NGA,9.87,Jos Nig,8.9,9.87,8.9,Western Africa,correct location data,
791,"Layin Taki, Nigeria",Nigeria,NGA,8.3324,Layin Taki,6.1577,8.3324,6.1577,Western Africa,correct location data,
793,"Mokwa, Nigeria",Nigeria,NGA,9.3,Mokwa,5.07,9.3,5.07,Western Africa,correct location data,711.0
794,"Samaru, Nigeria",Nigeria,NGA,11.183333,Samaru,7.583333,11.183333,7.583333,Western Africa,correct location data,
795,"Saminaka, Kaduna, Nigeria",Nigeria,NGA,0.0,Saminaka Nig,0.0,10.4110334,8.669981111225605,Western Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
796,"Jos, 930214, Plateau, Nigeria",Nigeria,NGA,0.0,Temti Jos,0.0,9.9175125,8.8979401,Western Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
797,"Tiga, Nigeria",Nigeria,NGA,11.5833,Tiga,8.5,11.5833,8.5,Western Africa,correct location data,
798,"Turunku, Nigeria",Nigeria,NGA,10.8167,Turunku,7.7,10.8167,7.7,Western Africa,correct location data,
799,"Zaria, Nigeria",Nigeria,NGA,11.12,Zaria,7.72,11.12,7.72,Western Africa,correct location data,
800,"Bayer Pakistan Head office, 75500, Karachi, Pakistan",Pakistan,PAK,0.0,"Ari, D,i. Kham",0.0,24.8265123,67.1014782,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
801,"Dadu, Pakistan",Pakistan,PAK,26.7,Dadu,67.8,26.7,67.8,Asia,correct location data,
802,"Faisalabad, Pakistan",Pakistan,PAK,30.58,Faisalabad,72.93,30.58,72.93,Asia,correct location data,
803,"Islamabad, Pakistan",Pakistan,PAK,33.5,Islamabad,72.75,33.5,72.75,Asia,correct location data,
804,"Pirsabak, Pakistan",Pakistan,PAK,34.0,Pirsabak,72.83,34.0,72.83,Asia,correct location data,
805,"Yousafwala, Pakistan",Pakistan,PAK,31.0,Yousafwala,74.0,31.0,74.0,Asia,correct location data,
806,"Feria de Azuero, La Villa de Los Santos, Provincia de Los Santos, Panama",Panama,PAN,0.0,Azuer,0.0,7.9315992,-80.4106775,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
807,"Ceiachi, Panama",Panama,PAN,8.38,Ceiachi,-82.33,8.38,-82.33,Central America and Caribbean,correct location data,
808,"Chiriqui, Panama",Panama,PAN,8.38,Chiriqui,-82.33,8.38,-82.33,Central America and Caribbean,correct location data,
809,"El Ejido, Panama",Panama,PAN,7.93,El Ejido,-80.38,7.93,-80.38,Central America and Caribbean,correct location data,
810,"Guarare, Panama",Panama,PAN,7.83,Guarare,-80.33,7.83,-80.33,Central America and Caribbean,correct location data,
811,"Calle Parita, Altos de Tocumen, Provincia de Panamá, Panama",Panama,PAN,8.13,Parita,-80.4,9.0946994,-79.4028143,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
812,"Rio Hato, Panama",Panama,PAN,8.35,Rio Hato,-80.17,8.35,-80.17,Central America and Caribbean,correct location data,
813,"Caacupe, Paraguay",Paraguay,PRY,-25.4,Caacupe,-57.1,-25.4,-57.1,South America,correct location data,
815,"Capitán Miranda, Itapúa, Paraguay",Paraguay,PRY,0.0,Capitan Miranda,0.0,-27.2196484,-55.8011417,South America,no lat/lng entered / incorrect lat/lng - geocoded location,732.0
816,"Chore (d. S. Pedro), Paraguay",Paraguay,PRY,-24.17,Chore (d. S. Pedro),-56.62,-24.17,-56.62,South America,correct location data,
817,"San Juan Bautista, Misiones, Paraguay",Paraguay,PRY,0.0,San Juan Bautista,0.0,-26.6690511,-57.1457939,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
818,"Tomas Romero Pereira, Paraguay",Paraguay,PRY,-26.45,Tomas Romero Pereira,-55.27,-26.45,-55.27,South America,correct location data,
819,"Paraguay, Paraguay",Paraguay,PRY,0.0,Yjhovy,0.0,-23.3165935,-58.1693445,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
820,"Province of Ascope, Ascope, La Libertad, Peru",Peru,PER,0.0,Ascope,0.0,-7.6871281,-79.1720231,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
821,"Peru, Peru",Peru,PER,0.0,Aucaloma,0.0,-6.8699697,-75.0458515,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
823,"Embotelladora Pucallpa, 250105, Yarinacocha, Ucayali, Peru",Peru,PER,0.0,E.e. Pucallpa,0.0,-8.38665005,-74.55998706947082,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
824,"El Porvenir, Peru",Peru,PER,-6.52,El Porvenir,-76.35,-6.52,-76.35,South America,correct location data,
825,"Huaral, Lima, Peru",Peru,PER,0.0,Huaral,0.0,-11.4954877,-77.2071394,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
826,"Humay, 11601, Ica, Peru",Peru,PER,0.0,Humay - Pisco,0.0,-13.7225359,-75.8866165,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
827,"Iquitos, Peru",Peru,PER,-3.75,Iquitos,-73.25,-3.75,-73.25,South America,correct location data,
828,"Juan Guerra, San Martín, Peru",Peru,PER,0.0,Juan Guerra,0.0,-6.5832708,-76.3299295,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
829,"Vista Alegre, Ruta 1b, 14000, Ruta 1b, Jayanca, Lambayeque, Peru",Peru,PER,0.0,La Vi╤a-jayanca-lambayeque,0.0,-6.4036672,-79.8252381,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
830,"Lambayeque, Peru",Peru,PER,0.0,Lambayeque,0.0,-6.333333,-80.0,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
831,"Lima, Lima, Peru",Peru,PER,0.0,Lima,0.0,-12.0621065,-77.0365256,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
832,"Río Motupe, 14000, Motupe, Lambayeque, Peru",Peru,PER,0.0,Montupe 99,0.0,-6.2769016,-79.748424,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
833,"Institución Educativa 10138 Augusto Castillo Muro Sime, Motupe, 14000, Motupe, Mochumí, Lambayeque, Peru",Peru,PER,0.0,Muy Finca Mochumi Lambayeque,0.0,-6.612434,-79.8946013,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
834,"Pachacámac, 15842, Lurín, Lima, Peru",Peru,PER,0.0,Pachacamac,0.0,-12.3019444,-76.9022222,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
835,"Peru, Peru",Peru,PER,0.0,Peru,0.0,-6.8699697,-75.0458515,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
836,"Pucallpa, 250105, Ucayali, Peru",Peru,PER,0.0,Pucallpa,0.0,-8.3820737,-74.5387507,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
837,"San Fernando, 03701, Apurímac, Peru",Peru,PER,0.0,"Pucallpa, San Fernando, Sa",0.0,-13.659727,-73.3478504,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
838,"Province of Rioja, Nueva Cajamarca, San Martín, Peru",Peru,PER,0.0,Rioja,0.0,-6.0,-77.416667,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
839,"San Fernando, San Martín, Peru",Peru,PER,0.0,"Rioja, San Fernando, Sa",0.0,-5.9029585,-77.2706361,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
840,"Primax, 999, Avenida Iquitos, LIMA 13, Avenida Iquitos, La Victoria, Lima, Peru",Peru,PER,0.0,Victoria 99,0.0,-12.070200849999999,-77.0298013,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
841,"Province of Virú, Chao, La Libertad, Peru",Peru,PER,0.0,Viru La Libertad,0.0,-8.4834983,-78.6713996,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
842,"Vista Florida, 20701, Piura, Peru",Peru,PER,0.0,Vista Florida,0.0,-4.8781674,-80.990203,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
845,"Vista Florida, 5174, Chiclayo, Lambayeque, Peru",Peru,PER,0.0,Vista Florida Chiclayo,0.0,-6.7631677,-79.8583674,South America,no lat/lng entered / incorrect lat/lng - geocoded location,759.0
846,"Nuevo Yurimaguas, 16401, Loreto, Peru",Peru,PER,0.0,Yurimagua,0.0,-5.8994825,-76.3906998,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
847,"Baybay, 6500, Leyte, Philippines",Philippines,PHL,0.0,Baybay,0.0,11.1912997,125.0218763,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
848,"Cabuyao, Laguna, Philippines",Philippines,PHL,14.17,"Cabuyao, Laguna",121.33,14.17,121.33,Asia,correct location data,
849,"Cagayan Valley, Philippines",Philippines,PHL,8.48,Cagayan Valley,124.65,8.48,124.65,Asia,correct location data,
850,"Palawan Agricultural Experiment Station, 5300, Tagburos, Palawan, Philippines",Philippines,PHL,0.0,Ipb Experiment Station,0.0,9.78206895,118.737796789149,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
851,"Kabacan, Cotabato, Philippines",Philippines,PHL,0.0,Kabacan,0.0,7.1082671,124.8232975,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
852,"Kabacan Bridge 2, President Roxas, Cotabato, Philippines",Philippines,PHL,0.0,"Kabacan, Cotabato (2)",0.0,7.1417611,125.0534924,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
853,"Katangawan, Philippines",Philippines,PHL,6.17,Katangawan,125.0,6.17,125.0,Asia,correct location data,
854,"Dalumpines, Felipe, NRJ Sta. Isabel-Tapaz Road, 8512, NRJ Sta. Isabel-Tapaz Road, Purok 1 Tapaz, Agusan del Sur, Philippines",Philippines,PHL,0.0,"San Felipe, Ilagan, Isabela.",0.0,8.02297175,125.99278624466555,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
855,"Visca, Philippines",Philippines,PHL,10.73,Visca,124.8,10.73,124.8,Asia,correct location data,
856,"Rubona, Rwanda",Rwanda,RWA,-2.48,Rubona,29.77,-2.48,29.77,Eastern and Southern Africa,correct location data,
857,"Nioro, Senegal",Senegal,SEN,13.67,Nioro,-15.77,13.67,-15.77,Western Africa,correct location data,
858,"Barberton, South Africa",South Africa,ZAF,-25.79,Barberton,31.06,-25.79,31.06,Eastern and Southern Africa,correct location data,
859,"South Africa, South Africa",South Africa,ZAF,0.0,Burgershall,0.0,-28.8166236,24.991639,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
860,"Delmas, South Africa",South Africa,ZAF,-26.15,Delmas,28.68,-26.15,28.68,Eastern and Southern Africa,correct location data,
861,"Friedenheim, 1201, Mbombela, Mpumalanga, South Africa",South Africa,ZAF,0.0,Friedenheim Valley,0.0,-25.4489113,30.9993523,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
862,"South Africa, South Africa",South Africa,ZAF,0.0,Linkseed,0.0,-28.8166236,24.991639,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
863,"Mpumalanga, South Africa",South Africa,ZAF,0.0,Mpumalanga,0.0,-26.276849,30.1500153,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
864,"Nelspruit Mpumalanga, South Africa",South Africa,ZAF,-25.47,Nelspruit Mpumalanga,30.97,-25.47,30.97,Eastern and Southern Africa,correct location data,
865,"Joint Tactical Headquarters North-West Province, 2770, Mahikeng Local Municipality, North West, South Africa",South Africa,ZAF,0.0,North West Province,0.0,-25.7965065,25.62683721076813,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
866,"Pannar, Graytown, South Africa",South Africa,ZAF,-29.07,"Pannar, Graytown",30.58,-29.07,30.58,Eastern and Southern Africa,correct location data,
867,"Petit, Gauteng, South Africa",South Africa,ZAF,0.0,Petit,0.0,-26.1019444,28.3708333,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
868,"Tshiombo, 0950, Thulamela Local Municipality, Limpopo, South Africa",South Africa,ZAF,0.0,Tshiombo,0.0,-22.8086111,30.4786111,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
869,"Viljoonskroon, South Africa",South Africa,ZAF,-27.2,Viljoonskroon,26.9,-27.2,26.9,Eastern and Southern Africa,correct location data,
870,"Betlehem, South Africa",South Africa,ZAF,-28.25,Betlehem,28.33,-28.25,28.33,Eastern and Southern Africa,correct location data,
871,"Cedara, South Africa",South Africa,ZAF,-29.53,Cedara,30.28,-29.53,30.28,Eastern and Southern Africa,correct location data,
872,"Ezolimo, South Africa",South Africa,ZAF,-25.2,Ezolimo,31.2,-25.2,31.2,Eastern and Southern Africa,correct location data,
873,"Friedenhei, South Africa",South Africa,ZAF,-25.47,Friedenhei,30.97,-25.47,30.97,Eastern and Southern Africa,correct location data,
874,"Greytown, South Africa",South Africa,ZAF,-29.02,Greytown,30.6,-29.02,30.6,Eastern and Southern Africa,correct location data,
875,"Greytown (2), South Africa",South Africa,ZAF,-29.07,Greytown (2),30.58,-29.07,30.58,Eastern and Southern Africa,correct location data,
876,"Lwamongo, South Africa",South Africa,ZAF,-23.03,Lwamongo,30.33,-23.03,30.33,Eastern and Southern Africa,correct location data,
877,"Nelspruit, South Africa",South Africa,ZAF,-25.47,Nelspruit,30.97,-25.47,30.97,Eastern and Southern Africa,correct location data,
878,"Potchefstroom, South Africa",South Africa,ZAF,-26.67,Potchefstroom,27.07,-26.67,27.07,Eastern and Southern Africa,correct location data,
879,"Setlagole, South Africa",South Africa,ZAF,-26.28,Setlagole,25.12,-26.28,25.12,Eastern and Southern Africa,correct location data,
880,"Viljoenskroon, South Africa",South Africa,ZAF,-27.17,Viljoenskroon,26.92,-27.17,26.92,Eastern and Southern Africa,correct location data,
881,"Gezira, Sudan",Sudan,SDN,14.4,Gezira,33.48,14.4,33.48,Eastern and Southern Africa,correct location data,
882,"Wad Medani, Sudan",Sudan,SDN,14.4,Wad Medani,32.833333,14.4,32.833333,Eastern and Southern Africa,correct location data,
884,"Big-bend, Swaziland",Swaziland,SWZ,-26.82,Big-bend,31.93,-26.82,31.93,Eastern and Southern Africa,correct location data,
887,"Luve, Swaziland",Swaziland,SWZ,-26.281,Luve,31.505,-26.281,31.505,Eastern and Southern Africa,correct location data,
888,"Malkerns, Swaziland",Swaziland,SWZ,-26.553,Malkerns,31.165,-26.553,31.165,Eastern and Southern Africa,correct location data,
889,"Mangcongo, Swaziland",Swaziland,SWZ,-26.57,Mangcongo,30.85,-26.57,30.85,Eastern and Southern Africa,correct location data,
890,"Nhlangano, Swaziland",Swaziland,SWZ,-27.11,Nhlangano,31.216,-27.11,31.216,Eastern and Southern Africa,correct location data,
891,"Shewula Mountaincamp, Shwula-Mbuluzi trail, Shwula-Mbuluzi trail, Lubombo, Swaziland",Swaziland,SWZ,0.0,Shewula,0.0,-26.1415941,32.0397707,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
892,"Diplomat Swaziland Lane, H100, Mbabane, Hhohho, Swaziland",Swaziland,SWZ,0.0,Swaziland,0.0,-26.2950105,31.1398305,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
895,"Po-tzu-chia-i, Taiwan, Province of China","Taiwan, Province of China",TWN,23.5,Po-tzu-chia-i,120.23,23.5,120.23,Asia,correct location data,
896,"Afsf-arusha, Tanzania, United Republic of","Tanzania, United Republic of",TZA,-3.3658,Afsf-arusha,36.6745,-3.3658,36.6745,Eastern and Southern Africa,correct location data,
898,"Arusha Tan, Tanzania, United Republic of","Tanzania, United Republic of",TZA,-3.36,Arusha Tan,36.67,-3.36,36.67,Eastern and Southern Africa,correct location data,
