Index,Address,Country,Country_Code,Latitude,Location,Longitude,Recorded_Lat,Recorded_Lng,Region,Type,ver_Index
349,"El Coyolito, Comayagua, Comayagua, Honduras",Honduras,HND,0.0,"Comayagua, E.e. Playitas",0.0,14.3188383,-87.5135833,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
350,"Danli, Honduras",Honduras,HND,14.03,Danli,-86.5,14.03,-86.5,Central America and Caribbean,correct location data,
352,"Cerro El Pital, Nueva Ocotepeque, Ocotepeque, Honduras",Honduras,HND,0.0,"El Pital, Atlantida",0.0,14.3846736,-89.1293056,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
353,"Higuero Qumado, Yori, Honduras",Honduras,HND,15.07,"Higuero Qumado, Yori",-87.33,15.07,-87.33,Central America and Caribbean,correct location data,
354,"Jutiquile, Olancho, Honduras",Honduras,HND,0.0,"Jutiquile, Olancho",0.0,14.7432601,-86.0952627,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
355,"La Esperanza, Honduras",Honduras,HND,14.25,La Esperanza,-88.2,14.25,-88.2,Central America and Caribbean,correct location data,
356,"Las Acacias, Honduras",Honduras,HND,14.55,Las Acacias,-86.43,14.55,-86.43,Central America and Caribbean,correct location data,
357,"Escuela Normal Mixta Del Litoral Atlantico, Puerto Arturo, Atlántida, Honduras",Honduras,HND,0.0,Litoral Atlantico,0.0,15.771626399999999,-87.46722434647117,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
358,"Yorito, Yoro, Honduras",Honduras,HND,0.0,"Luquigue Yorito, Yoro",0.0,15.0654325,-87.2820675,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
360,"Danli, El Paraíso, Honduras",Honduras,HND,0.0,"Obraje, Danli",0.0,14.0332817,-86.5686813,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
361,"Omonita, Honduras",Honduras,HND,14.4,Omonita,-87.67,14.4,-87.67,Central America and Caribbean,correct location data,
363,"Las Playitas, Choluteca, Honduras",Honduras,HND,0.0,Playita,0.0,13.641861,-87.3636421,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
364,"Desvio Potrerillos Airport, Juticalpa, Olancho, Honduras",Honduras,HND,0.0,"Potrerillos, Olancho",0.0,14.5958328,-86.1500015,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
366,"Barrio El Paraiso, Aldea de San Juan, Atlántida, Honduras",Honduras,HND,0.0,"San Lucas, El Paraiso",0.0,15.7776096,-87.4810315,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
367,"Carretera Hacia Catacamas, Santa Maria del Real, Olancho, Honduras",Honduras,HND,0.0,"San Pedro De Catacamas, Olancho",0.0,14.7511235,-86.0574774,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
368,"Santa Cruz, Yorito,y, Honduras",Honduras,HND,15.07,"Santa Cruz, Yorito,y",-87.23,15.07,-87.23,Central America and Caribbean,correct location data,
369,"El Negrito, Yoro, Honduras",Honduras,HND,0.0,"Yoro, El Pate",0.0,15.3067118,-87.6991901,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
370,"Morazan, Yoro, Honduras",Honduras,HND,0.0,"Yoro, Morazan",0.0,15.3202182,-87.598286,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
371,"Adoni Mandal, India",India,IND,15.63,Adoni Mandal,77.27,15.63,77.27,Asia,correct location data,
372,"Almora, India",India,IND,29.6,Almora,79.67,29.6,79.67,Asia,correct location data,
373,"Amberpet, Telangana, India",India,IND,0.0,Amberpet,0.0,17.7776835,78.5705066,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
374,"Anantnagar, India",India,IND,34.0,Anantnagar,74.7,34.0,74.7,Asia,correct location data,
375,"Arabhavi, India",India,IND,16.2,Arabhavi,74.9,16.2,74.9,Asia,correct location data,
376,"Auli, India",India,IND,30.52,Auli,79.57,30.52,79.57,Asia,correct location data,
377,"Aurangabad, India",India,IND,24.73935,Aurangabad,84.33655,24.73935,84.33655,Asia,correct location data,
378,"Bahraich, India",India,IND,27.72,Bahraich,81.6,27.72,81.6,Asia,correct location data,
380,"Bajaura, India",India,IND,32.55,Bajaura,78.3,32.55,78.3,Asia,correct location data,
382,"Bangalore, India",India,IND,12.97,Bangalore,77.58,12.97,77.58,Asia,correct location data,328.0
383,"Banswara, India",India,IND,23.55,Banswara,74.45,23.55,74.45,Asia,correct location data,
384,"Begusarai, Bihar, India",India,IND,25.4169,"Begusarai, Bihar",86.13,25.4169,86.13,Asia,correct location data,
385,"Gorakhpur, Uttar Pradesh, India",India,IND,0.0,"Belipar, Gorakhpur, U.p.",0.0,26.7600217,83.3668129,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
386,"Bihar, India",India,IND,0.0,Bihar,0.0,25.6440845,85.906508,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
387,"Chhindwara, India",India,IND,22.82,Chhindwara,79.4,22.82,79.4,Asia,correct location data,
388,"Coimbatore, India",India,IND,11.0,Coimbatore,77.0,11.0,77.0,Asia,correct location data,
389,"Delhi, India",India,IND,28.07,Delhi,77.17,28.07,77.17,Asia,correct location data,
390,"Dhaulakuan, India",India,IND,30.08,Dhaulakuan,77.08,30.08,77.08,Asia,correct location data,
392,"Dholi, India",India,IND,25.98,Dholi,86.25,25.98,86.25,Asia,correct location data,337.0
393,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",India,IND,18.35,Dmr I.a.r.i.,-66.76,28.6128924,77.2294312,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
394,"India, India",India,IND,0.0,Dohad,0.0,22.3511148,78.6677428,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
395,"Godhra, India",India,IND,22.75,Godhra,73.67,22.75,73.67,Asia,correct location data,
396,"Godhra, 389001, Gujarat, India",India,IND,0.0,Godhsa Gaujasat,0.0,22.7785001,73.6245157,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
397,"Hyderabad, India",India,IND,17.33,Hyderabad,78.5,17.33,78.5,Asia,correct location data,
398,"India, India",India,IND,0.0,India,0.0,22.3511148,78.6677428,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
399,"Issarwadi, India",India,IND,19.87,Issarwadi,75.37,19.87,75.37,Asia,correct location data,
400,"Jalna, India",India,IND,19.85,Jalna,75.88,19.85,75.88,Asia,correct location data,
401,"Jashipur, India",India,IND,21.28,Jashipur,85.68,21.28,85.68,Asia,correct location data,
402,"Jorhat, India",India,IND,26.77,Jorhat,94.27,26.77,94.27,Asia,correct location data,
403,"Kangra (h.p.), India",India,IND,29.68805,Kangra (h.p.),76.88232,29.68805,76.88232,Asia,correct location data,
404,"Kanpur, India",India,IND,26.45,Kanpur,80.67,26.45,80.67,Asia,correct location data,
405,"Karnal, India",India,IND,29.72,Karnal,76.97,29.72,76.97,Asia,correct location data,
406,"Karnataka, India",India,IND,14.0,Karnataka,76.0,14.0,76.0,Asia,correct location data,
407,"India, India",India,IND,0.0,Khadbrabhra,0.0,22.3511148,78.6677428,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
408,"Khedbrahma, 383255, Gujarat, India",India,IND,0.0,Khedbrahma,0.0,24.0310797,73.0484074,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
409,"Kolhapur, India",India,IND,16.72,Kolhapur,74.23,16.72,74.23,Asia,correct location data,
410,"Ludhiana, India",India,IND,30.9,Ludhiana,75.8,30.9,75.8,Asia,correct location data,
411,"Medchal, India",India,IND,17.68,Medchal,78.45,17.68,78.45,Asia,correct location data,
413,"India, India",India,IND,0.0,Muzafferpur,0.0,22.3511148,78.6677428,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
414,"New Delhi, Delhi, India",India,IND,0.0,New Delhi,0.0,28.6141793,77.2022662,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
415,"P.r Pally, India",India,IND,18.98,P.r Pally,77.92,18.98,77.92,Asia,correct location data,
416,"Pahalgam, India",India,IND,29.68805,Pahalgam,76.88232,29.68805,76.88232,Asia,correct location data,
418,"Pantnagar, India",India,IND,29.0,Pantnagar,79.45,29.0,79.45,Asia,correct location data,361.0
419,"Parbhani, 431400, Maharashtra, India",India,IND,0.0,Parbhani,0.0,19.262469,76.7718,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
420,"Poonch, Uttar Pradesh, India",India,IND,0.0,Poonch,0.0,25.8241798,79.0444959,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
421,"Kasu Brahmananda Reddy Park, KBR Park Peripheral Jogging Track, 500034, KBR Park Peripheral Jogging Track, Greater Hyderabad Municipal Corporation, Telangana, India",India,IND,0.0,Prabhakar Reddy,0.0,17.4202917,78.42046362794693,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
422,"India, India",India,IND,0.0,Probhakor,0.0,22.3511148,78.6677428,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
423,"Pune, India",India,IND,18.57,Pune,73.97,18.57,73.97,Asia,correct location data,
424,"Pusa, Delhi, India",India,IND,0.0,Pusa,0.0,28.63629965,77.15764441079895,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
425,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",India,IND,0.0,R&d (pachora).,0.0,28.6128924,77.2294312,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
426,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",India,IND,0.0,R&d (wadadhe).,0.0,28.6128924,77.2294312,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
427,"Raipur, India",India,IND,21.2336,Raipur,81.63,21.2336,81.63,Asia,correct location data,
428,"Ranchi, 834001, Jharkhand, India",India,IND,0.0,Ranchi,0.0,23.3700354,85.3250132,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
429,"Bihar School of Yoga, 811201, Munger, Bihar, India",India,IND,0.0,Rau Pusa (bihar),0.0,25.3851063,86.46769912015446,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
430,"India, India",India,IND,0.0,Rayalkole,0.0,22.3511148,78.6677428,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
431,"Samastīpur, Bihar, India",India,IND,0.0,Samastipur,0.0,25.75,85.916667,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
432,"Sonipat, India",India,IND,29.0,Sonipat,77.02,29.0,77.02,Asia,correct location data,
433,"Srinagar, India",India,IND,34.1,Srinagar,74.9,34.1,74.9,Asia,correct location data,
434,"Horticulture Research Station, 577432, Surani, Karnataka, India",India,IND,0.0,"Srinagar, K.d. Research Station",0.0,13.69846395,75.2334723654391,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
435,"Udaipur, India",India,IND,24.58,Udaipur,73.68,24.58,73.68,Asia,correct location data,
436,"Umiam Meghalaya, India",India,IND,25.36388,Umiam Meghalaya,90.92285,25.36388,90.92285,Asia,correct location data,
437,"Varanasi, India",India,IND,25.3,Varanasi,83.05,25.3,83.05,Asia,correct location data,
438,"Wahdan, Pahalgam, Kashmir, India",India,IND,29.68805,"Wahdan, Pahalgam, Kashmir",76.88232,29.68805,76.88232,Asia,correct location data,
440,"Indonesia, Indonesia",Indonesia,IDN,-5.25,Bontobili,119.05,-4.7993356,114.5632032,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
441,"Gowa, North Sulawesi, Indonesia",Indonesia,IDN,0.0,Gowa S. Sulawesi,0.0,3.5490959,125.5386701,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
442,"Sungai Pandan Hulu, South Kalimantan, Indonesia",Indonesia,IDN,0.0,Hulu Sungai Selatan,0.0,-2.4684359,115.213926,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
443,"Indonesia, Indonesia",Indonesia,IDN,0.0,Jambegede,0.0,-4.7993356,114.5632032,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
444,"Malang, Indonesia",Indonesia,IDN,-7.98,Malang,112.75,-7.98,112.75,Asia,correct location data,
445,"Maros, Indonesia",Indonesia,IDN,-4.98,Maros,119.58,-4.98,119.58,Asia,correct location data,
446,"Muneng, East Java, Indonesia",Indonesia,IDN,-8.83,Muneng,113.28,-7.9325776,111.4269451,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
447,"Indonesia, Indonesia",Indonesia,IDN,0.0,Naibonat,0.0,-4.7993356,114.5632032,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
448,"Natar, Lampung, Indonesia",Indonesia,IDN,0.0,"Natar, Lampung",0.0,-5.3188238,105.192809,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
449,"Probolinggo, 67214, East Java, Indonesia",Indonesia,IDN,0.0,Probolinggo,0.0,-7.7441461,113.2158401,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
450,"BRI Cabang Takalar, 01, jl. ince husain, 92261, jl. ince husain, Kalabbirang, South Sulawesi, Indonesia",Indonesia,IDN,0.0,"Takalar, South Sulawesi",0.0,-5.424416,119.4402163,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
451,"Yogyakarta, 55122, Special Region of Yogyakarta, Indonesia",Indonesia,IDN,0.0,Yogyakarta,0.0,-7.8011945,110.364917,Asia,no lat/lng entered / incorrect lat/lng - geocoded location,
454,"AI Malgayah, Wasit, Iraq",Iraq,IRQ,0.0,Ai - Latifyia,0.0,32.550943,45.597238,North Africa and Near East,no lat/lng entered / incorrect lat/lng - geocoded location,
455,"Baghdad, Iraq",Iraq,IRQ,33.03,Baghdad,40.28,33.03,40.28,North Africa and Near East,correct location data,
457,"Tuwaitha Nuclear Research Center, 10001, Baghdad, Baghdad, Iraq",Iraq,IRQ,0.0,Tuwaitha Baghdad,0.0,33.20876715,44.514783343618504,North Africa and Near East,no lat/lng entered / incorrect lat/lng - geocoded location,
459,"Alupe, Kenya",Kenya,KEN,0.5,Alupe,34.11,-0.5,34.11,Eastern and Southern Africa,"entered (-lat, lng)",
460,"Baobab Road, 80101, Mombasa, Mombasa, Kenya",Kenya,KEN,0.0,Baobab,0.0,-4.0165731,39.7258892,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
461,"Bondo- On Farm, Kenya",Kenya,KEN,-0.1003,Bondo- On Farm,34.2755,-0.1003,34.2755,Eastern and Southern Africa,correct location data,
462,"Bukura, Kenya",Kenya,KEN,0.2564,Bukura,34.6899,0.2564,34.6899,Eastern and Southern Africa,correct location data,
463,"Bungema, Kenya",Kenya,KEN,0.44769,Bungema,37.81494,0.44769,37.81494,Eastern and Southern Africa,correct location data,
464,"Bungoma, Kenya",Kenya,KEN,0.569369,Bungoma,34.561139,0.569369,34.561139,Eastern and Southern Africa,correct location data,
465,"Burura, Kenya",Kenya,KEN,0.44769,Burura,37.81494,0.44769,37.81494,Eastern and Southern Africa,correct location data,
466,"Busia, Kenya",Kenya,KEN,-0.7772,Busia,34.1728,-0.7772,34.1728,Eastern and Southern Africa,correct location data,
467,"Emabwi, Kenya",Kenya,KEN,0.0846,Emabwi,34.5569,0.0846,34.5569,Eastern and Southern Africa,correct location data,
468,"Emali, Kenya",Kenya,KEN,-2.1361,Emali,37.7856,-2.1361,37.7856,Eastern and Southern Africa,correct location data,
469,"Embu, Kenya",Kenya,KEN,-0.5,Embu,37.45,-0.5,37.45,Eastern and Southern Africa,correct location data,
470,"Emuhaya, Kenya",Kenya,KEN,0.092,Emuhaya,34.5712,0.092,34.5712,Eastern and Southern Africa,correct location data,
471,"Endebess, Kenya",Kenya,KEN,1.06424,Endebess,34.85687,1.06424,34.85687,Eastern and Southern Africa,correct location data,
472,"Homabay, Kenya",Kenya,KEN,-0.51,Homabay,34.45,-0.51,34.45,Eastern and Southern Africa,correct location data,
473,"Ithookwe, Kenya",Kenya,KEN,-1.0333,Ithookwe,37.8333,-1.0333,37.8333,Eastern and Southern Africa,correct location data,
474,"Kakuma I, Kakuma, Turkana, Kenya",Kenya,KEN,0.0,K.t.i,0.0,3.7326248499999997,34.8413908775106,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
475,"Kakamega, Kenya",Kenya,KEN,0.27,Kakamega,34.74,0.27,34.74,Eastern and Southern Africa,correct location data,
476,"Kampiyamawe, Kenya",Kenya,KEN,-1.85,Kampiyamawe,37.67,-1.85,37.67,Eastern and Southern Africa,correct location data,
477,"Embu County, Kenya",Kenya,KEN,0.0,Kari - Embu,0.0,-0.5359626500000001,37.66530196902043,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
478,"Kenya, Kenya",Kenya,KEN,0.0,Karurina,0.0,1.4419683,38.4313975,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
479,"Katumani, Kenya",Kenya,KEN,-1.6,Katumani,37.23,-1.6,37.23,Eastern and Southern Africa,correct location data,
480,"Kenya, Kenya",Kenya,KEN,0.44769,Kenya,37.81494,0.44769,37.81494,Eastern and Southern Africa,correct location data,
481,"Kesref, Kenya",Kenya,KEN,-0.0667,Kesref,34.8167,-0.0667,34.8167,Eastern and Southern Africa,correct location data,
482,"Kiboko, Kenya",Kenya,KEN,-2.25,Kiboko,37.73,-2.25,37.73,Eastern and Southern Africa,correct location data,
483,"Kibos, Kenya",Kenya,KEN,-0.07,Kibos,34.82,-0.07,34.82,Eastern and Southern Africa,correct location data,
484,"Kimilili, Kenya",Kenya,KEN,0.61385,Kimilili,37.66388,0.61385,37.66388,Eastern and Southern Africa,correct location data,
485,"Kimlili (2), Kenya",Kenya,KEN,0.61385,Kimlili (2),37.66388,0.61385,37.66388,Eastern and Southern Africa,correct location data,
486,"Kitalale, Kenya",Kenya,KEN,1.0044,Kitalale,34.9192,1.0044,34.9192,Eastern and Southern Africa,correct location data,
487,"Kitale, Kenya",Kenya,KEN,1.01,Kitale,35.0,1.01,35.0,Eastern and Southern Africa,correct location data,
489,"Kitui, Kenya",Kenya,KEN,-1.37,Kitui,38.01,-1.37,38.01,Eastern and Southern Africa,correct location data,
490,"Ksc Field, Kenya",Kenya,KEN,1.07,Ksc Field,34.9979,1.07,34.9979,Eastern and Southern Africa,correct location data,
491,"Machakos, Kenya",Kenya,KEN,-1.5143,Machakos,37.2628,-1.5143,37.2628,Eastern and Southern Africa,correct location data,
492,"Makindu, Kenya",Kenya,KEN,-2.278,Makindu,37.8251,-2.278,37.8251,Eastern and Southern Africa,correct location data,
493,"Makueni, Kenya",Kenya,KEN,-1.798,Makueni,37.623,-1.798,37.623,Eastern and Southern Africa,correct location data,
494,"Mitungu, Kenya",Kenya,KEN,0.057633,Mitungu,37.639197,0.057633,37.639197,Eastern and Southern Africa,correct location data,
495,"Mombasa, Kenya",Kenya,KEN,-4.07,Mombasa,39.67,-4.07,39.67,Eastern and Southern Africa,correct location data,
496,"Mtwapa, Kenya",Kenya,KEN,-3.93,Mtwapa,39.75,-3.93,39.75,Eastern and Southern Africa,correct location data,
497,"Muguga, Kenya",Kenya,KEN,-1.183,Muguga,36.65,-1.183,36.65,Eastern and Southern Africa,correct location data,
498,"Nairobi, Kenya",Kenya,KEN,-1.25,Nairobi,36.73,-1.25,36.73,Eastern and Southern Africa,correct location data,
499,"Narc, Kitale, Kenya",Kenya,KEN,0.61385,"Narc, Kitale",37.66388,0.61385,37.66388,Eastern and Southern Africa,correct location data,
500,"Nyahera, Kenya",Kenya,KEN,-0.0525,Nyahera,34.7405,-0.0525,34.7405,Eastern and Southern Africa,correct location data,
501,"Rachuonyo, Kenya",Kenya,KEN,-0.3684,Rachuonyo,34.6497,-0.3684,34.6497,Eastern and Southern Africa,correct location data,
502,"Sigor, Kenya",Kenya,KEN,1.483,Sigor,35.467,1.483,35.467,Eastern and Southern Africa,correct location data,
503,"Kenya, Kenya",Kenya,KEN,0.0,Tanseed,0.0,1.4419683,38.4313975,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
504,"Vihiga, Kenya",Kenya,KEN,0.0479,Vihiga,34.7271,0.0479,34.7271,Eastern and Southern Africa,correct location data,
505,"Kenya, Kenya",Kenya,KEN,0.0,Wanbugu,0.0,1.4419683,38.4313975,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
506,"Western Kakamrga, Kenya",Kenya,KEN,0.44769,Western Kakamrga,37.81494,0.44769,37.81494,Eastern and Southern Africa,correct location data,
507,"Western, Kenya",Kenya,KEN,0.0,Western Seeds,0.0,0.5090396,34.5731341,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
508,"Leribe, Lesotho",Lesotho,LSO,-28.88,Leribe,28.05,-28.88,28.05,Eastern and Southern Africa,correct location data,
509,"Lesotho, Lesotho",Lesotho,LSO,0.0,Lesotho,0.0,-29.6039267,28.3350193,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
510,"Machache, Lesotho",Lesotho,LSO,-29.367,Machache,27.917,-29.367,27.917,Eastern and Southern Africa,correct location data,
511,"Mahobong, Lesotho",Lesotho,LSO,-28.88,Mahobong,28.05,-28.88,28.05,Eastern and Southern Africa,correct location data,
512,"Maseru, Lesotho",Lesotho,LSO,-29.28,Maseru,27.5,-29.28,27.5,Eastern and Southern Africa,correct location data,
514,"Mokhotlong, Lesotho",Lesotho,LSO,-29.28,Mokhotlong,29.08,-29.28,29.08,Eastern and Southern Africa,correct location data,450.0
515,"Nyakosoba, Lesotho",Lesotho,LSO,-29.55,Nyakosoba,27.78,-29.55,27.78,Eastern and Southern Africa,correct location data,
516,"Teyateyaneng, Lesotho",Lesotho,LSO,-29.15,Teyateyaneng,27.75,-29.15,27.75,Eastern and Southern Africa,correct location data,
517,"Tseka, Lesotho",Lesotho,LSO,-29.5,Tseka,28.62,-29.5,28.62,Eastern and Southern Africa,correct location data,
518,"Tulear, Madagascar",Madagascar,MDG,-23.33,Tulear,43.68,-23.33,43.68,Eastern and Southern Africa,correct location data,
519,"Chitala Agricultural Research Station, Mphunga, Salima, Malawi",Malawi,MWI,0.0,Baka Research Station,0.0,-13.680208050000001,34.25890878313515,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
520,"Bembeke, Malawi",Malawi,MWI,-14.17,Bembeke,34.43,-14.17,34.43,Eastern and Southern Africa,correct location data,
521,"Bolero, Malawi",Malawi,MWI,-10.983,Bolero,33.75,-10.983,33.75,Eastern and Southern Africa,correct location data,
522,"Bvumbwe, Malawi",Malawi,MWI,-15.92,Bvumbwe,35.07,-15.92,35.07,Eastern and Southern Africa,correct location data,
523,"Bwanje, Malawi",Malawi,MWI,-14.08,Bwanje,34.95,-14.08,34.95,Eastern and Southern Africa,correct location data,
524,"Chitala, Malawi",Malawi,MWI,-13.13,Chitala,34.07,-13.13,34.07,Eastern and Southern Africa,correct location data,
525,"Chitedze, Malawi",Malawi,MWI,-13.98,Chitedze,33.63,-13.98,33.63,Eastern and Southern Africa,correct location data,
526,"Lunyangwa, Malawi",Malawi,MWI,-11.45,Lunyangwa,33.917,-11.45,33.917,Eastern and Southern Africa,correct location data,
527,"Makoka, Malawi",Malawi,MWI,-14.7,Makoka,35.6,-14.7,35.6,Eastern and Southern Africa,correct location data,
528,"Mbawa, Malawi",Malawi,MWI,-12.1,Mbawa,33.5,-12.1,33.5,Eastern and Southern Africa,correct location data,
529,"Malawi, Malawi",Malawi,MWI,0.0,Mphimbi,0.0,-13.2687204,33.9301963,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
530,"Ngabu, Malawi",Malawi,MWI,-16.47,Ngabu,34.92,-16.47,34.92,Eastern and Southern Africa,correct location data,
531,"Not known yet, Nsangwe, Chikwawa, Malawi",Malawi,MWI,0.0,Not Identified,0.0,-16.5043189,34.892303763072434,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
532,"Salima, Malawi",Malawi,MWI,-13.75,Salima,34.58,-13.75,34.58,Eastern and Southern Africa,correct location data,
533,"Tsangano, Malawi",Malawi,MWI,-15.18,Tsangano,34.62,-15.18,34.62,Eastern and Southern Africa,correct location data,
534,"Zomba, Malawi",Malawi,MWI,-15.38,Zomba,35.33,-15.38,35.33,Eastern and Southern Africa,correct location data,
535,"Farako, Mali",Mali,MLI,10.75,Farako,-6.833333,10.75,-6.833333,Western Africa,correct location data,
536,"Katibougou, Koulikoro, Mali",Mali,MLI,0.0,Katibougou,0.0,12.5017753,-8.0920452,Western Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
537,"KOLOMBADA, Koulikoro, Mali",Mali,MLI,0.0,Kolombada,0.0,12.69305,-7.0090667,Western Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
538,"Rue Mohamed, Mali",Mali,MLI,12.0,Rue Mohamed,7.0,12.0,-7.0,Western Africa,"entered (lat, -lng)",
539,"Sotuba, Mali",Mali,MLI,12.666666,Sotuba,-8.45,12.666666,-8.45,Western Africa,correct location data,
540,"Acatic, Jalisco, Mexico",Mexico,MEX,0.0,"Acatic, Jalisco",0.0,20.76878345,-102.92039700254298,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
541,"Acayucan, 96000, Veracruz, Mexico",Mexico,MEX,0.0,"Acayucan, Veracruz",0.0,18.0281048,-95.03593818139205,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
542,"Aculco, Mexico",Mexico,MEX,20.51707,Aculco,-100.21179,20.51707,-100.21179,Central America and Caribbe,correct location data,
543,"Agua Fría, Puebla, Mexico",Mexico,MEX,0.0,Agua Fria,0.0,20.53396,-97.623345,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
544,"Aguascalientes, Mexico",Mexico,MEX,21.85,Aguascalientes,-102.3,21.85,-102.3,Central America and Caribbean,correct location data,
545,"Ahuacatlan, Nayarit, Mexico",Mexico,MEX,21.03,"Ahuacatlan, Nayarit",-104.5,21.03,-104.5,Central America and Caribbean,correct location data,
546,"Almoloya De Juarez, Mexico",Mexico,MEX,19.36856,Almoloya De Juarez,-99.76049,19.36856,-99.76049,Central America and Caribbe,correct location data,
549,"Ameca, Jal., Mexico",Mexico,MEX,20.55,"Ameca, Jal.",-104.05,20.55,-104.05,Central America and Caribbean,correct location data,483.0
550,"Amecameca, Mexico, Mexico",Mexico,MEX,19.13,"Amecameca, Mexico",-98.77,19.13,-98.77,Central America and Caribbean,correct location data,
551,"Guadalupe del Monte, 38160, Guanajuato, Mexico",Mexico,MEX,0.0,"Apaseo El Guadalupe, Guanajuato",0.0,20.5563477,-100.6388368,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
552,"Atlacomulco, Mexico, Mexico",Mexico,MEX,0.0,Atlacomulco,0.0,19.81591915,-99.86811932469178,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
553,"Axochio, 95730, Veracruz, Mexico",Mexico,MEX,0.0,"Axochio, San Andres Tuxtla, Veracruz",0.0,18.3714731,-95.2992855,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
554,"Pénjamo, Guanajuato, Mexico",Mexico,MEX,0.0,"Buenavista Penjamo, Guanajuato",0.0,20.4313763,-101.7241184,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
555,"Calera, Zacatecas, Mexico",Mexico,MEX,22.9,"Calera, Zacatecas",-102.65,22.9,-102.65,Central America and Caribbean,correct location data,
556,"Campeche, Mexico",Mexico,MEX,20.67,"Campeche, Campeche",-90.53,19.3290208,-89.94398204458577,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
