Index,Type,Location,Country,Latitude,Longitude,Recorded_Lat,Recorded_Lng,Address,Country_Code
703,correct location data,Rampur,Nepal,27.5,85.42,27.5,85.42,"Rampur, Nepal",NPL
704,correct location data,Surkhet,Nepal,28.5,81.8,28.5,81.8,"Surkhet, Nepal",NPL
705,no lat/lng entered / incorrect lat/lng - geocoded location,Campos Azules,Nicaragua,0.0,0.0,12.0120715,-83.7624301,"Campos Azules, Calle Cabezas, 81000, Calle Cabezas, Bluefields, South Atlantic Autonomous Region, Nicaragua",NIC
706,no lat/lng entered / incorrect lat/lng - geocoded location,"Campos Azules, Masatepe",Nicaragua,0.0,0.0,12.0120715,-83.7624301,"Campos Azules, Calle Cabezas, 81000, Calle Cabezas, Bluefields, South Atlantic Autonomous Region, Nicaragua",NIC
707,no lat/lng entered / incorrect lat/lng - geocoded location,Carazo,Nicaragua,0.0,0.0,11.6635659,-86.3090376,"Carazo, Nicaragua",NIC
708,correct location data,Chinandega,Nicaragua,12.63,-87.13,12.63,-87.13,"Chinandega, Nicaragua",NIC
709,no lat/lng entered / incorrect lat/lng - geocoded location,Chontales,Nicaragua,0.0,0.0,11.8915422,-85.1013926,"Chontales, Nicaragua",NIC
710,no lat/lng entered / incorrect lat/lng - geocoded location,"Chontales, Tamboral Sur",Nicaragua,0.0,0.0,12.2148404,-85.1654359,"6ta Calle Sur, 56300, La Libertad, Chontales, Nicaragua",NIC
711,no lat/lng entered / incorrect lat/lng - geocoded location,"Condega, Esteli",Nicaragua,0.0,0.0,13.2712685,-86.363163,"Estelí-Condega, 32100, Estelí, Nicaragua",NIC
712,no lat/lng entered / incorrect lat/lng - geocoded location,"El Areno, El Rama",Nicaragua,0.0,0.0,12.0131138,-84.543185,"Comarca El Areno, 82400, South Atlantic Autonomous Region, Nicaragua",NIC
713,no lat/lng entered / incorrect lat/lng - geocoded location,"El Jicaro, Nueva Segovia",Nicaragua,0.0,0.0,13.5701676,-86.0196906,"Río El Jícaro, 38700, Nueva Segovia, Nicaragua",NIC
714,no lat/lng entered / incorrect lat/lng - geocoded location,"El Pellizco, Chinandega",Nicaragua,0.0,0.0,12.8647263,-87.4757338,"El Calanchin, 26200, Chinandega, Nicaragua",NIC
715,no lat/lng entered / incorrect lat/lng - geocoded location,Jalapa,Nicaragua,0.0,0.0,13.9192848,-86.1250346,"Jalapa, 39200, Nueva Segovia, Nicaragua",NIC
716,no lat/lng entered / incorrect lat/lng - geocoded location,La Dal═a,Nicaragua,0.0,0.0,13.1673341,-85.6764429,"Via de acceso a Finca la fuente, 62700, Wasake, Matagalpa (Departemento), Nicaragua",NIC
717,no lat/lng entered / incorrect lat/lng - geocoded location,La Presa,Nicaragua,0.0,0.0,13.1341173,-86.0366264,"Presa, 65000, La Ermita, Jinotega (Departamento), Nicaragua",NIC
718,no lat/lng entered / incorrect lat/lng - geocoded location,"La Trinidad, Esteli",Nicaragua,0.0,0.0,12.9630934,-86.2679135,"Río La Trinidad, 32500, Estelí, Nicaragua",NIC
719,no lat/lng entered / incorrect lat/lng - geocoded location,Las Cruces Carazo,Nicaragua,0.0,0.0,12.6374994,-86.2714557,"Quebrada Las Cruces, 62800, Managua, Nicaragua",NIC
720,no lat/lng entered / incorrect lat/lng - geocoded location,"Las Piedras,nueva Segovia",Nicaragua,0.0,0.0,13.7235007,-86.482923,"Cerro Piedras Gordas, 38200, Nueva Segovia, Nicaragua",NIC
721,no lat/lng entered / incorrect lat/lng - geocoded location,Llano Redondo,Nicaragua,0.0,0.0,12.8064933,-86.0142436,"Potrero Redondo, 62200, Matagalpa (Departemento), Nicaragua",NIC
722,correct location data,Managua,Nicaragua,13.12,-86.18,13.12,-86.18,"Managua, Nicaragua",NIC
723,no lat/lng entered / incorrect lat/lng - geocoded location,Mazatepec,Nicaragua,0.0,0.0,12.3724928,-84.8700308,"Nicaragua, Nicaragua",NIC
724,no lat/lng entered / incorrect lat/lng - geocoded location,"Melchorita, San Carlos",Nicaragua,0.0,0.0,11.8137205,-86.4869739,"San Carlos, 16700, Managua, Nicaragua",NIC
725,no lat/lng entered / incorrect lat/lng - geocoded location,"Nindiri, Mazaya",Nicaragua,0.0,0.0,12.0027086,-86.1186595,"Nindirí, 42200, Masaya, Nicaragua",NIC
726,no lat/lng entered / incorrect lat/lng - geocoded location,Paz De Carazo,Nicaragua,0.0,0.0,11.8226879,-86.1278901,"La Paz de Carazo, 46500, Carazo, Nicaragua",NIC
727,no lat/lng entered / incorrect lat/lng - geocoded location,Pueblo Nuevo,Nicaragua,0.0,0.0,13.3804064,-86.4383255,"Río Pueblo Nuevo, 32200, Estelí, Nicaragua",NIC
728,no lat/lng entered / incorrect lat/lng - geocoded location,San Bartolo,Nicaragua,0.0,0.0,13.5337539,-85.9261882,"San Bartolo, 38700, Nueva Segovia, Nicaragua",NIC
729,no lat/lng entered / incorrect lat/lng - geocoded location,"San Benito, Chinandega",Nicaragua,0.0,0.0,12.3089404,-86.0543097,"San Benito, 15100, Managua, Nicaragua",NIC
730,correct location data,San Cristobal,Nicaragua,12.13,-86.18,12.13,-86.18,"San Cristobal, Nicaragua",NIC
731,no lat/lng entered / incorrect lat/lng - geocoded location,"Santa Cruz, Esteli",Nicaragua,0.0,0.0,13.017159,-86.3113292,"Valle Santa Cruz, 35000, Estelí, Nicaragua",NIC
732,no lat/lng entered / incorrect lat/lng - geocoded location,"Santa Juana, Nindiri",Nicaragua,0.0,0.0,12.0342866,-86.237774,"Santa Juana, 10000 (CODIGO MAESTRO), Managua, Nicaragua",NIC
733,correct location data,Santa Rosa,Nicaragua,12.13,-86.18,12.13,-86.18,"Santa Rosa, Nicaragua",NIC
734,no lat/lng entered / incorrect lat/lng - geocoded location,Baganda,Nigeria,0.0,0.0,9.6000359,7.9999721,"Nigeria, Nigeria",NGA
735,correct location data,Ibadan,Nigeria,7.38,3.9,7.38,3.9,"Ibadan, Nigeria",NGA
736,correct location data,Ikenne,Nigeria,6.333333,8.7,6.333333,8.7,"Ikenne, Nigeria",NGA
737,correct location data,Jos Nig,Nigeria,9.87,8.9,9.87,8.9,"Jos Nig, Nigeria",NGA
738,correct location data,Layin Taki,Nigeria,8.3324,6.1577,8.3324,6.1577,"Layin Taki, Nigeria",NGA
739,correct location data,Mokwa,Nigeria,9.3,5.07,9.3,5.07,"Mokwa, Nigeria",NGA
740,correct location data,Mokwa (2),Nigeria,5.066666,7.066666,5.066666,7.066666,"Mokwa (2), Nigeria",NGA
741,correct location data,Samaru,Nigeria,11.183333,7.583333,11.183333,7.583333,"Samaru, Nigeria",NGA
742,no lat/lng entered / incorrect lat/lng - geocoded location,Saminaka Nig,Nigeria,0.0,0.0,10.4110334,8.669981111225605,"Saminaka, Kaduna, Nigeria",NGA
743,no lat/lng entered / incorrect lat/lng - geocoded location,Temti Jos,Nigeria,0.0,0.0,9.9175125,8.8979401,"Jos, 930214, Plateau, Nigeria",NGA
744,correct location data,Tiga,Nigeria,11.5833,8.5,11.5833,8.5,"Tiga, Nigeria",NGA
745,correct location data,Turunku,Nigeria,10.8167,7.7,10.8167,7.7,"Turunku, Nigeria",NGA
746,correct location data,Zaria,Nigeria,11.12,7.72,11.12,7.72,"Zaria, Nigeria",NGA
747,no lat/lng entered / incorrect lat/lng - geocoded location,"Ari, D,i. Kham",Pakistan,0.0,0.0,24.8265123,67.1014782,"Bayer Pakistan Head office, 75500, Karachi, Sindh, Pakistan",PAK
748,correct location data,Dadu,Pakistan,26.7,67.8,26.7,67.8,"Dadu, Pakistan",PAK
749,correct location data,Faisalabad,Pakistan,30.58,72.93,30.58,72.93,"Faisalabad, Pakistan",PAK
750,correct location data,Islamabad,Pakistan,33.5,72.75,33.5,72.75,"Islamabad, Pakistan",PAK
751,correct location data,Pirsabak,Pakistan,34.0,72.83,34.0,72.83,"Pirsabak, Pakistan",PAK
752,correct location data,Yousafwala,Pakistan,31.0,74.0,31.0,74.0,"Yousafwala, Pakistan",PAK
753,no lat/lng entered / incorrect lat/lng - geocoded location,Azuer,Panama,0.0,0.0,7.9656156,-80.43680914654468,"Hotel Azuero Plaza, Chitré, Provincia de Herrera, Panama",PAN
754,correct location data,Ceiachi,Panama,8.38,-82.33,8.38,-82.33,"Ceiachi, Panama",PAN
755,correct location data,Chiriqui,Panama,8.38,-82.33,8.38,-82.33,"Chiriqui, Panama",PAN
756,correct location data,El Ejido,Panama,7.93,-80.38,7.93,-80.38,"El Ejido, Panama",PAN
757,correct location data,Guarare,Panama,7.83,-80.33,7.83,-80.33,"Guarare, Panama",PAN
758,no lat/lng entered / incorrect lat/lng - geocoded location,Parita,Panama,8.13,-80.4,9.0946994,-79.4028143,"Calle Parita, Altos de Tocumen, Provincia de Panamá, Panama",PAN
759,correct location data,Rio Hato,Panama,8.35,-80.17,8.35,-80.17,"Rio Hato, Panama",PAN
760,correct location data,Caacupe,Paraguay,-25.4,-57.1,-25.4,-57.1,"Caacupe, Paraguay",PRY
761,no lat/lng entered / incorrect lat/lng - geocoded location,Capitan Miranda,Paraguay,0.0,0.0,-27.2196484,-55.8011417,"Capitán Miranda, Itapúa, Paraguay",PRY
762,correct location data,Capitan Miranda (2),Paraguay,-27.28,-55.82,-27.28,-55.82,"Capitan Miranda (2), Paraguay",PRY
763,correct location data,Chore (d. S. Pedro),Paraguay,-24.17,-56.62,-24.17,-56.62,"Chore (d. S. Pedro), Paraguay",PRY
764,no lat/lng entered / incorrect lat/lng - geocoded location,San Juan Bautista,Paraguay,0.0,0.0,-26.6690511,-57.1457939,"San Juan Bautista, Misiones, Paraguay",PRY
765,correct location data,Tomas Romero Pereira,Paraguay,-26.45,-55.27,-26.45,-55.27,"Tomas Romero Pereira, Paraguay",PRY
766,no lat/lng entered / incorrect lat/lng - geocoded location,Yjhovy,Paraguay,0.0,0.0,-23.3165935,-58.1693445,"Paraguay, Paraguay",PRY
767,no lat/lng entered / incorrect lat/lng - geocoded location,Ascope,Peru,0.0,0.0,-7.6871281,-79.1720231,"Province of Ascope, Ascope, La Libertad, Peru",PER
768,no lat/lng entered / incorrect lat/lng - geocoded location,Aucaloma,Peru,0.0,0.0,-6.8699697,-75.0458515,"Peru, Peru",PER
769,no lat/lng entered / incorrect lat/lng - geocoded location,E.e. Pucallpa,Peru,0.0,0.0,-8.38665005,-74.55998706947082,"Embotelladora Pucallpa, 250105, Yarinacocha, Ucayali, Peru",PER
770,correct location data,El Porvenir,Peru,-6.52,-76.35,-6.52,-76.35,"El Porvenir, Peru",PER
771,no lat/lng entered / incorrect lat/lng - geocoded location,Huaral,Peru,0.0,0.0,-11.4954877,-77.2071394,"Huaral, Lima, Peru",PER
772,no lat/lng entered / incorrect lat/lng - geocoded location,Humay - Pisco,Peru,0.0,0.0,-13.7225359,-75.8866165,"Humay, 11601, Ica, Peru",PER
773,correct location data,Iquitos,Peru,-3.75,-73.25,-3.75,-73.25,"Iquitos, Peru",PER
774,no lat/lng entered / incorrect lat/lng - geocoded location,Juan Guerra,Peru,0.0,0.0,-6.5832708,-76.3299295,"Juan Guerra, San Martín, Peru",PER
775,no lat/lng entered / incorrect lat/lng - geocoded location,La Vi╤a-jayanca-lambayeque,Peru,0.0,0.0,-6.4036672,-79.8252381,"Vista Alegre, Ruta 1b, 14000, Ruta 1b, Jayanca, Lambayeque, Peru",PER
776,no lat/lng entered / incorrect lat/lng - geocoded location,Lambayeque,Peru,0.0,0.0,-6.333333,-80.0,"Lambayeque, Peru",PER
777,no lat/lng entered / incorrect lat/lng - geocoded location,Lima,Peru,0.0,0.0,-12.0621065,-77.0365256,"Lima, Lima, Peru",PER
778,no lat/lng entered / incorrect lat/lng - geocoded location,Montupe 99,Peru,0.0,0.0,-6.2769016,-79.748424,"Río Motupe, 14000, Motupe, Lambayeque, Peru",PER
779,no lat/lng entered / incorrect lat/lng - geocoded location,Muy Finca Mochumi Lambayeque,Peru,0.0,0.0,-6.612434,-79.8946013,"Institución Educativa 10138 Augusto Castillo Muro Sime, Motupe, 14000, Motupe, Mochumí, Lambayeque, Peru",PER
780,no lat/lng entered / incorrect lat/lng - geocoded location,Pachacamac,Peru,0.0,0.0,-12.3019444,-76.9022222,"Pachacámac, 15842, Lurín, Lima, Peru",PER
781,no lat/lng entered / incorrect lat/lng - geocoded location,Peru,Peru,0.0,0.0,-6.8699697,-75.0458515,"Peru, Peru",PER
782,no lat/lng entered / incorrect lat/lng - geocoded location,Pucallpa,Peru,0.0,0.0,-8.3820737,-74.5387507,"Pucallpa, 250105, Ucayali, Peru",PER
783,no lat/lng entered / incorrect lat/lng - geocoded location,"Pucallpa, San Fernando, Sa",Peru,0.0,0.0,-13.659727,-73.3478504,"San Fernando, 03701, Apurímac, Peru",PER
784,no lat/lng entered / incorrect lat/lng - geocoded location,Rioja,Peru,0.0,0.0,-6.0,-77.416667,"Province of Rioja, Nueva Cajamarca, San Martín, Peru",PER
785,no lat/lng entered / incorrect lat/lng - geocoded location,"Rioja, San Fernando, Sa",Peru,0.0,0.0,-5.9029585,-77.2706361,"San Fernando, San Martín, Peru",PER
786,no lat/lng entered / incorrect lat/lng - geocoded location,Victoria 99,Peru,0.0,0.0,-12.070200849999999,-77.0298013,"Primax, 999, Avenida Iquitos, LIMA 13, Avenida Iquitos, La Victoria, Lima, Peru",PER
787,no lat/lng entered / incorrect lat/lng - geocoded location,Viru La Libertad,Peru,0.0,0.0,-8.4834983,-78.6713996,"Province of Virú, Chao, La Libertad, Peru",PER
788,no lat/lng entered / incorrect lat/lng - geocoded location,Vista Florida,Peru,0.0,0.0,-4.8781674,-80.990203,"Vista Florida, 20701, Piura, Peru",PER
789,no lat/lng entered / incorrect lat/lng - geocoded location,Vista Florida Chiclayo,Peru,0.0,0.0,-6.7631677,-79.8583674,"Vista Florida, 5174, Chiclayo, Lambayeque, Peru",PER
790,no lat/lng entered / incorrect lat/lng - geocoded location,Vista Florida Chiclayo (2),Peru,0.0,0.0,-4.8781674,-80.990203,"Vista Florida, 20701, Piura, Peru",PER
791,no lat/lng entered / incorrect lat/lng - geocoded location,Vista Florida Chiclayo (3),Peru,0.0,0.0,-6.7631677,-79.8583674,"Vista Florida, 5174, Chiclayo, Lambayeque, Peru",PER
792,no lat/lng entered / incorrect lat/lng - geocoded location,Yurimagua,Peru,0.0,0.0,-5.8994825,-76.3906998,"Nuevo Yurimaguas, 16401, Loreto, Peru",PER
793,no lat/lng entered / incorrect lat/lng - geocoded location,Baybay,Philippines,0.0,0.0,11.1912997,125.0218763,"Baybay, 6500, Leyte, Philippines",PHL
794,correct location data,"Cabuyao, Laguna",Philippines,14.17,121.33,14.17,121.33,"Cabuyao, Laguna, Philippines",PHL
795,correct location data,Cagayan Valley,Philippines,8.48,124.65,8.48,124.65,"Cagayan Valley, Philippines",PHL
796,no lat/lng entered / incorrect lat/lng - geocoded location,Ipb Experiment Station,Philippines,0.0,0.0,9.78206895,118.737796789149,"Palawan Agricultural Experiment Station, 5300, Tagburos, Palawan, Philippines",PHL
797,no lat/lng entered / incorrect lat/lng - geocoded location,Kabacan,Philippines,0.0,0.0,7.1082671,124.8232975,"Kabacan, Cotabato, Philippines",PHL
798,no lat/lng entered / incorrect lat/lng - geocoded location,"Kabacan, Cotabato (2)",Philippines,0.0,0.0,7.1417611,125.0534924,"Kabacan Bridge 2, President Roxas, Cotabato, Philippines",PHL
799,correct location data,Katangawan,Philippines,6.17,125.0,6.17,125.0,"Katangawan, Philippines",PHL
800,no lat/lng entered / incorrect lat/lng - geocoded location,"San Felipe, Ilagan, Isabela.",Philippines,0.0,0.0,8.02297175,125.99278624466555,"Dalumpines, Felipe, NRJ Sta. Isabel-Tapaz Road, 8512, NRJ Sta. Isabel-Tapaz Road, Purok 1 Tapaz, Agusan del Sur, Philippines",PHL
801,correct location data,Visca,Philippines,10.73,124.8,10.73,124.8,"Visca, Philippines",PHL
802,correct location data,Rubona,Rwanda,-2.48,29.77,-2.48,29.77,"Rubona, Rwanda",RWA
803,correct location data,Nioro,Senegal,13.67,-15.77,13.67,-15.77,"Nioro, Senegal",SEN
804,correct location data,Barberton,South Africa,-25.79,31.06,-25.79,31.06,"Barberton, South Africa",ZAF
805,no lat/lng entered / incorrect lat/lng - geocoded location,Burgershall,South Africa,0.0,0.0,-28.8166236,24.991639,"South Africa, South Africa",ZAF
806,correct location data,Delmas,South Africa,-26.15,28.68,-26.15,28.68,"Delmas, South Africa",ZAF
807,no lat/lng entered / incorrect lat/lng - geocoded location,Friedenheim Valley,South Africa,0.0,0.0,-25.4489113,30.9993523,"Friedenheim, 1201, Mbombela, Mpumalanga, South Africa",ZAF
808,no lat/lng entered / incorrect lat/lng - geocoded location,Linkseed,South Africa,0.0,0.0,-28.8166236,24.991639,"South Africa, South Africa",ZAF
809,no lat/lng entered / incorrect lat/lng - geocoded location,Mpumalanga,South Africa,0.0,0.0,-26.276849,30.1500153,"Mpumalanga, South Africa",ZAF
810,correct location data,Nelspruit Mpumalanga,South Africa,-25.47,30.97,-25.47,30.97,"Nelspruit Mpumalanga, South Africa",ZAF
811,no lat/lng entered / incorrect lat/lng - geocoded location,North West Province,South Africa,0.0,0.0,-25.7965065,25.62683721076813,"Joint Tactical Headquarters North-West Province, 2770, Mahikeng Local Municipality, North West, South Africa",ZAF
812,correct location data,"Pannar, Graytown",South Africa,-29.07,30.58,-29.07,30.58,"Pannar, Graytown, South Africa",ZAF
813,no lat/lng entered / incorrect lat/lng - geocoded location,Petit,South Africa,0.0,0.0,-26.1019444,28.3708333,"Petit, Gauteng, South Africa",ZAF
814,no lat/lng entered / incorrect lat/lng - geocoded location,Tshiombo,South Africa,0.0,0.0,-22.8086111,30.4786111,"Tshiombo, 0950, Thulamela Local Municipality, Limpopo, South Africa",ZAF
815,correct location data,Viljoonskroon,South Africa,-27.2,26.9,-27.2,26.9,"Viljoonskroon, South Africa",ZAF
816,correct location data,Betlehem,South Africa,-28.25,28.33,-28.25,28.33,"Betlehem, South Africa",ZAF
817,correct location data,Cedara,South Africa,-29.53,30.28,-29.53,30.28,"Cedara, South Africa",ZAF
818,correct location data,Ezolimo,South Africa,-25.2,31.2,-25.2,31.2,"Ezolimo, South Africa",ZAF
819,correct location data,Friedenhei,South Africa,-25.47,30.97,-25.47,30.97,"Friedenhei, South Africa",ZAF
820,correct location data,Greytown,South Africa,-29.02,30.6,-29.02,30.6,"Greytown, South Africa",ZAF
821,correct location data,Greytown (2),South Africa,-29.07,30.58,-29.07,30.58,"Greytown (2), South Africa",ZAF
822,correct location data,Lwamongo,South Africa,-23.03,30.33,-23.03,30.33,"Lwamongo, South Africa",ZAF
823,correct location data,Nelspruit,South Africa,-25.47,30.97,-25.47,30.97,"Nelspruit, South Africa",ZAF
824,correct location data,Potchefstroom,South Africa,-26.67,27.07,-26.67,27.07,"Potchefstroom, South Africa",ZAF
825,correct location data,Setlagole,South Africa,-26.28,25.12,-26.28,25.12,"Setlagole, South Africa",ZAF
826,correct location data,Viljoenskroon,South Africa,-27.17,26.92,-27.17,26.92,"Viljoenskroon, South Africa",ZAF
827,correct location data,Gezira,Sudan,14.4,33.48,14.4,33.48,"Gezira, Sudan",SDN
828,correct location data,Wad Medani,Sudan,14.4,32.833333,14.4,32.833333,"Wad Medani, Sudan",SDN
829,correct location data,Big-bend,Swaziland,-26.82,31.93,-26.82,31.93,"Big-bend, Swaziland",SWZ
830,correct location data,Luve,Swaziland,-26.281,31.505,-26.281,31.505,"Luve, Swaziland",SWZ
831,correct location data,Malkerns,Swaziland,-26.553,31.165,-26.553,31.165,"Malkerns, Swaziland",SWZ
832,correct location data,Mangcongo,Swaziland,-26.57,30.85,-26.57,30.85,"Mangcongo, Swaziland",SWZ
833,correct location data,Nhlangano,Swaziland,-27.11,31.216,-27.11,31.216,"Nhlangano, Swaziland",SWZ
834,no lat/lng entered / incorrect lat/lng - geocoded location,Shewula,Swaziland,0.0,0.0,-26.1415941,32.0397707,"Shewula Mountaincamp, Shwula-Mbuluzi trail, Shwula-Mbuluzi trail, Lubombo, Swaziland",SWZ
835,no lat/lng entered / incorrect lat/lng - geocoded location,Swaziland,Swaziland,0.0,0.0,-26.2950105,31.1398305,"Diplomat Swaziland Lane, H100, Mbabane, Hhohho, Swaziland",SWZ
836,no lat/lng entered / incorrect lat/lng - geocoded location,Deir Al Zoor,Syria,0.0,0.0,35.3333335,40.1499999,"Deir ez-Zor, Deir ez-Zor, Syria",SYR
837,no lat/lng entered / incorrect lat/lng - geocoded location,Raqqa,Syria,0.0,0.0,35.4782468,38.168005,"Salamiyah - Raqqa, Hama, Syria",SYR
838,correct location data,Po-tzu-chia-i,"Taiwan, Province of China",23.5,120.23,23.5,120.23,"Po-tzu-chia-i, Taiwan, Province of China",TWN
839,correct location data,Afsf-arusha,"Tanzania, United Republic of",-3.3658,36.6745,-3.3658,36.6745,"Afsf-arusha, Tanzania, United Republic of",TZA
840,correct location data,Arusha Tan,"Tanzania, United Republic of",-3.36,36.67,-3.36,36.67,"Arusha Tan, Tanzania, United Republic of",TZA
841,correct location data,Cholima,"Tanzania, United Republic of",-7.43,37.7,-7.43,37.7,"Cholima, Tanzania, United Republic of",TZA
842,correct location data,Dabaga Uyole,"Tanzania, United Republic of",-8.83,34.83,-8.83,34.83,"Dabaga Uyole, Tanzania, United Republic of",TZA
843,correct location data,Dakawa,"Tanzania, United Republic of",-7.43,37.7,-7.43,37.7,"Dakawa, Tanzania, United Republic of",TZA
844,correct location data,Ilonga,"Tanzania, United Republic of",-6.77,37.03,-6.77,37.03,"Ilonga, Tanzania, United Republic of",TZA
845,correct location data,Inyala,"Tanzania, United Republic of",-8.867,33.633,-8.867,33.633,"Inyala, Tanzania, United Republic of",TZA
846,correct location data,Katrin,"Tanzania, United Republic of",-8.133,36.683,-8.133,36.683,"Katrin, Tanzania, United Republic of",TZA
847,correct location data,Katrin1,"Tanzania, United Republic of",-8.13,36.68,-8.13,36.68,"Katrin1, Tanzania, United Republic of",TZA
848,correct location data,Katrin2,"Tanzania, United Republic of",-8.13,36.68,-8.13,36.68,"Katrin2, Tanzania, United Republic of",TZA
849,correct location data,Katrin-ifakara,"Tanzania, United Republic of",-8.13,36.68,-8.13,36.68,"Katrin-ifakara, Tanzania, United Republic of",TZA
850,correct location data,Maruku,"Tanzania, United Republic of",-1.338,32.786,-1.338,32.786,"Maruku, Tanzania, United Republic of",TZA
851,correct location data,Mbulumbulu,"Tanzania, United Republic of",-3.25,35.8,-3.25,35.8,"Mbulumbulu, Tanzania, United Republic of",TZA
852,correct location data,Mlingano,"Tanzania, United Republic of",-5.07,38.92,-5.07,38.92,"Mlingano, Tanzania, United Republic of",TZA
853,correct location data,Monduli,"Tanzania, United Republic of",-3.3,36.45,-3.3,36.45,"Monduli, Tanzania, United Republic of",TZA
854,correct location data,Morogoro,"Tanzania, United Republic of",-6.83,37.65,-6.83,37.65,"Morogoro, Tanzania, United Republic of",TZA
855,correct location data,Ngaramtoni,"Tanzania, United Republic of",-3.36,36.67,-3.36,36.67,"Ngaramtoni, Tanzania, United Republic of",TZA
856,correct location data,Ngaramtoni-arusha,"Tanzania, United Republic of",-3.36,36.67,-3.36,36.67,"Ngaramtoni-arusha, Tanzania, United Republic of",TZA
857,correct location data,Selian,"Tanzania, United Republic of",-3.22,36.37,-3.22,36.37,"Selian, Tanzania, United Republic of",TZA
858,correct location data,Tabora,"Tanzania, United Republic of",-5.02,32.8,-5.02,32.8,"Tabora, Tanzania, United Republic of",TZA
859,correct location data,Tumbi-tabora,"Tanzania, United Republic of",-5.07,32.73,-5.07,32.73,"Tumbi-tabora, Tanzania, United Republic of",TZA
860,correct location data,Ukiriguru,"Tanzania, United Republic of",-2.719,33.024,-2.719,33.024,"Ukiriguru, Tanzania, United Republic of",TZA
861,correct location data,Uyole,"Tanzania, United Republic of",-8.92,33.57,-8.92,33.57,"Uyole, Tanzania, United Republic of",TZA
862,correct location data,Weruweru,"Tanzania, United Republic of",-3.317,37.25,-3.317,37.25,"Weruweru, Tanzania, United Republic of",TZA
863,correct location data,Banmaisomrong,Thailand,14.87,101.65,14.87,101.65,"Banmaisomrong, Thailand",THA
864,correct location data,Nakhon Sawan R.c.,Thailand,15.35,100.5,15.35,100.5,"Nakhon Sawan R.c., Thailand",THA
865,correct location data,Nakhon Sawan R.c.(2),Thailand,15.35,100.5,15.35,100.5,"Nakhon Sawan R.c.(2), Thailand",THA
866,correct location data,Phetchabun,Thailand,16.43,101.15,16.43,101.15,"Phetchabun, Thailand",THA
867,correct location data,Phraphutthabat,Thailand,14.73,100.6,14.73,100.6,"Phraphutthabat, Thailand",THA
868,no lat/lng entered / incorrect lat/lng - geocoded location,Sawankalok Sukhotha,Thailand,0.0,0.0,17.1446985,99.4375845,"Sukhothai Province, Thailand",THA
869,correct location data,Suwan,Thailand,14.08,101.0,14.08,101.0,"Suwan, Thailand",THA
870,no lat/lng entered / incorrect lat/lng - geocoded location,Tak Fa,Thailand,0.0,0.0,15.3525676,100.496798,"Tak Fa, Nakhon Sawan Province, Thailand",THA
871,correct location data,Tak Fa (2),Thailand,15.5,100.17,15.5,100.17,"Tak Fa (2), Thailand",THA
872,no lat/lng entered / incorrect lat/lng - geocoded location,El Carmen,Trinidad and Tobago,0.0,0.0,10.5800369,-61.3275496,"El Carmen Est, 00129, Saint Helena, Tunapuna-Piarco, Trinidad and Tobago",TTO
873,no lat/lng entered / incorrect lat/lng - geocoded location,Goldsborough,Trinidad and Tobago,11.0,-61.0,11.2128986,-60.6308368,"Goldsborough, Tobago, Trinidad and Tobago",TTO
874,no lat/lng entered / incorrect lat/lng - geocoded location,Louis D'or,Trinidad and Tobago,11.08,-60.08,11.2538732,-60.5614864,"Louis D'or, Tobago, Trinidad and Tobago",TTO
875,correct location data,Adapazari,Turkey,40.75,30.38,40.75,30.38,"Adapazari, Turkey",TUR
876,no lat/lng entered / incorrect lat/lng - geocoded location,Aydin,Turkey,0.0,0.0,37.8413007,27.8328374,"Aydin, 09010, Aydın, Turkey",TUR
877,no lat/lng entered / incorrect lat/lng - geocoded location,Anny Settl,Turkmenistan,0.0,0.0,38.0466859,58.033832652179576,"Aba Annaýew, Ahal, Turkmenistan",TKM
878,no lat/lng entered / incorrect lat/lng - geocoded location,Bulegeni,Uganda,0.0,0.0,1.2932763,34.2852388,"Bulegeni Secondary, Sironko Kapchorwa Road, Sironko Kapchorwa Road, Buyaga, Sironko, Uganda",UGA
879,no lat/lng entered / incorrect lat/lng - geocoded location,Bulengeni,Uganda,0.0,0.0,1.5333554,32.2166578,"Uganda, Uganda",UGA
880,correct location data,Kamayanmiggo,Uganda,-0.25,31.25,-0.25,31.25,"Kamayanmiggo, Uganda",UGA
881,correct location data,Kamenyamiggo,Uganda,-0.25,31.25,-0.25,31.25,"Kamenyamiggo, Uganda",UGA
882,correct location data,Kampala,Uganda,0.3528,32.5801,0.3528,32.5801,"Kampala, Uganda",UGA
883,correct location data,Kapchorwa,Uganda,1.38279998302,34.5243988037,1.38279998302,34.5243988037,"Kapchorwa, Uganda",UGA
884,no lat/lng entered / incorrect lat/lng - geocoded location,"Likonde,songea",Uganda,-10.66,35.58,1.6446775,31.2193473,"Songagagi, Hoima, Hoima, Uganda",UGA
885,correct location data,Masaka,Uganda,-0.333,31.767,-0.333,31.767,"Masaka, Uganda",UGA
886,no lat/lng entered / incorrect lat/lng - geocoded location,Msk,Uganda,0.0,0.0,1.5333554,32.2166578,"Uganda, Uganda",UGA
887,correct location data,Naari,Uganda,0.5333,34.1167,0.5333,34.1167,"Naari, Uganda",UGA
888,correct location data,Namulonge Uga,Uganda,0.53,32.58,0.53,32.58,"Namulonge Uga, Uganda",UGA
889,correct location data,Serere,Uganda,1.517,33.45,1.517,33.45,"Serere, Uganda",UGA
