Index,Type,Location,Country,Latitude,Longitude,Recorded_Lat,Recorded_Lng,Address,Country_Code
330,no lat/lng entered / incorrect lat/lng - geocoded location,"Yoro, Morazan",Honduras,0.0,0.0,15.3202182,-87.598286,"Morazan, Yoro, Honduras",HND
331,correct location data,Adoni Mandal,India,15.63,77.27,15.63,77.27,"Adoni Mandal, India",IND
332,correct location data,Almora,India,29.6,79.67,29.6,79.67,"Almora, India",IND
333,no lat/lng entered / incorrect lat/lng - geocoded location,Amberpet,India,0.0,0.0,17.7776835,78.5705066,"Amberpet, Telangana, India",IND
334,correct location data,Anantnagar,India,34.0,74.7,34.0,74.7,"Anantnagar, India",IND
335,correct location data,Arabhavi,India,16.2,74.9,16.2,74.9,"Arabhavi, India",IND
336,correct location data,Auli,India,30.52,79.57,30.52,79.57,"Auli, India",IND
337,correct location data,Aurangabad,India,24.73935,84.33655,24.73935,84.33655,"Aurangabad, India",IND
338,correct location data,Bahraich,India,27.72,81.6,27.72,81.6,"Bahraich, India",IND
339,correct location data,Bajaura,India,32.55,78.3,32.55,78.3,"Bajaura, India",IND
340,correct location data,Bangalore,India,12.97,77.58,12.97,77.58,"Bangalore, India",IND
341,correct location data,Bangalore (2),India,12.97,77.58,12.97,77.58,"Bangalore (2), India",IND
342,correct location data,Banswara,India,23.55,74.45,23.55,74.45,"Banswara, India",IND
343,correct location data,"Begusarai, Bihar",India,25.4169,86.13,25.4169,86.13,"Begusarai, Bihar, India",IND
344,no lat/lng entered / incorrect lat/lng - geocoded location,"Belipar, Gorakhpur, U.p.",India,0.0,0.0,26.7600217,83.3668129,"Gorakhpur, Uttar Pradesh, India",IND
345,no lat/lng entered / incorrect lat/lng - geocoded location,Bihar,India,0.0,0.0,25.6440845,85.906508,"Bihar, India",IND
346,correct location data,Chhindwara,India,22.82,79.4,22.82,79.4,"Chhindwara, India",IND
347,correct location data,Coimbatore,India,11.0,77.0,11.0,77.0,"Coimbatore, India",IND
348,correct location data,Delhi,India,28.07,77.17,28.07,77.17,"Delhi, India",IND
349,correct location data,Dhaulakuan,India,30.08,77.08,30.08,77.08,"Dhaulakuan, India",IND
350,correct location data,Dholi,India,25.98,86.25,25.98,86.25,"Dholi, India",IND
351,no lat/lng entered / incorrect lat/lng - geocoded location,Dholi (2),India,0.0,0.0,28.3513155,76.1198738,"Dholi, 123029, Haryana, India",IND
352,no lat/lng entered / incorrect lat/lng - geocoded location,Dmr I.a.r.i.,India,18.35,-66.76,28.6128924,77.2294312,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",IND
353,no lat/lng entered / incorrect lat/lng - geocoded location,Dohad,India,0.0,0.0,22.3511148,78.6677428,"India, India",IND
354,correct location data,Godhra,India,22.75,73.67,22.75,73.67,"Godhra, India",IND
355,no lat/lng entered / incorrect lat/lng - geocoded location,Godhsa Gaujasat,India,0.0,0.0,22.7785001,73.6245157,"Godhra, 389001, Gujarat, India",IND
356,correct location data,Hyderabad,India,17.33,78.5,17.33,78.5,"Hyderabad, India",IND
357,no lat/lng entered / incorrect lat/lng - geocoded location,India,India,0.0,0.0,22.3511148,78.6677428,"India, India",IND
358,correct location data,Issarwadi,India,19.87,75.37,19.87,75.37,"Issarwadi, India",IND
359,correct location data,Jalna,India,19.85,75.88,19.85,75.88,"Jalna, India",IND
360,correct location data,Jashipur,India,21.28,85.68,21.28,85.68,"Jashipur, India",IND
361,correct location data,Jorhat,India,26.77,94.27,26.77,94.27,"Jorhat, India",IND
362,correct location data,Kangra (h.p.),India,29.68805,76.88232,29.68805,76.88232,"Kangra (h.p.), India",IND
363,correct location data,Kanpur,India,26.45,80.67,26.45,80.67,"Kanpur, India",IND
364,correct location data,Karnal,India,29.72,76.97,29.72,76.97,"Karnal, India",IND
365,correct location data,Karnataka,India,14.0,76.0,14.0,76.0,"Karnataka, India",IND
366,no lat/lng entered / incorrect lat/lng - geocoded location,Khadbrabhra,India,0.0,0.0,22.3511148,78.6677428,"India, India",IND
367,no lat/lng entered / incorrect lat/lng - geocoded location,Khedbrahma,India,0.0,0.0,24.0310797,73.0484074,"Khedbrahma, 383255, Gujarat, India",IND
368,correct location data,Kolhapur,India,16.72,74.23,16.72,74.23,"Kolhapur, India",IND
369,correct location data,Ludhiana,India,30.9,75.8,30.9,75.8,"Ludhiana, India",IND
370,correct location data,Medchal,India,17.68,78.45,17.68,78.45,"Medchal, India",IND
371,no lat/lng entered / incorrect lat/lng - geocoded location,Muzafferpur,India,0.0,0.0,22.3511148,78.6677428,"India, India",IND
372,no lat/lng entered / incorrect lat/lng - geocoded location,New Delhi,India,0.0,0.0,28.6141793,77.2022662,"New Delhi, Delhi, India",IND
373,correct location data,P.r Pally,India,18.98,77.92,18.98,77.92,"P.r Pally, India",IND
374,correct location data,Pahalgam,India,29.68805,76.88232,29.68805,76.88232,"Pahalgam, India",IND
375,correct location data,Pantnagar,India,29.0,79.45,29.0,79.45,"Pantnagar, India",IND
376,no lat/lng entered / incorrect lat/lng - geocoded location,Pantnagar (2),India,0.0,0.0,29.0264162,79.4859989,"Pantnagar, 263145, Uttarakhand, India",IND
377,no lat/lng entered / incorrect lat/lng - geocoded location,Parbhani,India,0.0,0.0,19.262469,76.7718,"Parbhani, 431400, Maharashtra, India",IND
378,no lat/lng entered / incorrect lat/lng - geocoded location,Poonch,India,0.0,0.0,25.8241798,79.0444959,"Poonch, Uttar Pradesh, India",IND
379,no lat/lng entered / incorrect lat/lng - geocoded location,Prabhakar Reddy,India,0.0,0.0,17.4202917,78.42046362794693,"Kasu Brahmananda Reddy Park, KBR Park Peripheral Jogging Track, 500034, KBR Park Peripheral Jogging Track, Greater Hyderabad Municipal Corporation, Telangana, India",IND
380,no lat/lng entered / incorrect lat/lng - geocoded location,Probhakor,India,0.0,0.0,22.3511148,78.6677428,"India, India",IND
381,correct location data,Pune,India,18.57,73.97,18.57,73.97,"Pune, India",IND
382,no lat/lng entered / incorrect lat/lng - geocoded location,Pusa,India,0.0,0.0,28.63629965,77.15764441079895,"Pusa, Delhi, India",IND
383,no lat/lng entered / incorrect lat/lng - geocoded location,R&d (pachora).,India,0.0,0.0,28.6128924,77.2294312,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",IND
384,no lat/lng entered / incorrect lat/lng - geocoded location,R&d (wadadhe).,India,0.0,0.0,28.6128924,77.2294312,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",IND
385,correct location data,Raipur,India,21.2336,81.63,21.2336,81.63,"Raipur, India",IND
386,no lat/lng entered / incorrect lat/lng - geocoded location,Ranchi,India,0.0,0.0,23.3700354,85.3250132,"Ranchi, 834001, Jharkhand, India",IND
387,no lat/lng entered / incorrect lat/lng - geocoded location,Rau Pusa (bihar),India,0.0,0.0,25.3851063,86.46769912015446,"Bihar School of Yoga, 811201, Munger, Bihar, India",IND
388,no lat/lng entered / incorrect lat/lng - geocoded location,Rayalkole,India,0.0,0.0,22.3511148,78.6677428,"India, India",IND
389,no lat/lng entered / incorrect lat/lng - geocoded location,Samastipur,India,0.0,0.0,25.75,85.916667,"Samastīpur, Bihar, India",IND
390,correct location data,Sonipat,India,29.0,77.02,29.0,77.02,"Sonipat, India",IND
391,correct location data,Srinagar,India,34.1,74.9,34.1,74.9,"Srinagar, India",IND
392,no lat/lng entered / incorrect lat/lng - geocoded location,"Srinagar, K.d. Research Station",India,0.0,0.0,13.69846395,75.2334723654391,"Horticulture Research Station, 577432, Surani, Karnataka, India",IND
393,correct location data,Udaipur,India,24.58,73.68,24.58,73.68,"Udaipur, India",IND
394,correct location data,Umiam Meghalaya,India,25.36388,90.92285,25.36388,90.92285,"Umiam Meghalaya, India",IND
395,correct location data,Varanasi,India,25.3,83.05,25.3,83.05,"Varanasi, India",IND
396,correct location data,"Wahdan, Pahalgam, Kashmir",India,29.68805,76.88232,29.68805,76.88232,"Wahdan, Pahalgam, Kashmir, India",IND
397,no lat/lng entered / incorrect lat/lng - geocoded location,Bontobili,Indonesia,-5.25,119.05,-4.7993356,114.5632032,"Indonesia, Indonesia",IDN
398,no lat/lng entered / incorrect lat/lng - geocoded location,Gowa S. Sulawesi,Indonesia,0.0,0.0,3.5490959,125.5386701,"Gowa, North Sulawesi, Indonesia",IDN
399,no lat/lng entered / incorrect lat/lng - geocoded location,Hulu Sungai Selatan,Indonesia,0.0,0.0,-2.9241088,115.0135414,"Sungai Rutas Hulu, South Kalimantan, Indonesia",IDN
400,no lat/lng entered / incorrect lat/lng - geocoded location,Jambegede,Indonesia,0.0,0.0,-4.7993356,114.5632032,"Indonesia, Indonesia",IDN
401,correct location data,Malang,Indonesia,-7.98,112.75,-7.98,112.75,"Malang, Indonesia",IDN
402,correct location data,Maros,Indonesia,-4.98,119.58,-4.98,119.58,"Maros, Indonesia",IDN
403,no lat/lng entered / incorrect lat/lng - geocoded location,Muneng,Indonesia,-8.83,113.28,-7.9325776,111.4269451,"Muneng, East Java, Indonesia",IDN
404,no lat/lng entered / incorrect lat/lng - geocoded location,Naibonat,Indonesia,0.0,0.0,-4.7993356,114.5632032,"Indonesia, Indonesia",IDN
405,no lat/lng entered / incorrect lat/lng - geocoded location,"Natar, Lampung",Indonesia,0.0,0.0,-5.3188238,105.192809,"Natar, Lampung, Indonesia",IDN
406,no lat/lng entered / incorrect lat/lng - geocoded location,Probolinggo,Indonesia,0.0,0.0,-7.7441461,113.2158401,"Probolinggo, 67214, East Java, Indonesia",IDN
407,no lat/lng entered / incorrect lat/lng - geocoded location,"Takalar, South Sulawesi",Indonesia,0.0,0.0,-5.424416,119.4402163,"BRI Cabang Takalar, 01, jl. ince husain, 92261, jl. ince husain, Kalabbirang, South Sulawesi, Indonesia",IDN
408,no lat/lng entered / incorrect lat/lng - geocoded location,Yogyakarta,Indonesia,0.0,0.0,-7.8011945,110.364917,"Yogyakarta, 55122, Special Region of Yogyakarta, Indonesia",IDN
409,correct location data,Safiabad,Iran,32.54681,54.36035,32.54681,54.36035,"Safiabad, Iran",IRN
410,no lat/lng entered / incorrect lat/lng - geocoded location,Ai - Latifyia,Iraq,0.0,0.0,32.550943,45.597238,"AI Malgayah, Wasit, Iraq",IRQ
411,correct location data,Baghdad,Iraq,33.03,40.28,33.03,40.28,"Baghdad, Iraq",IRQ
412,no lat/lng entered / incorrect lat/lng - geocoded location,Tuwaitha Baghdad,Iraq,0.0,0.0,33.20876715,44.514783343618504,"Tuwaitha Nuclear Research Center, 10001, Baghdad, Baghdad, Iraq",IRQ
413,"entered (-lat, lng)",Alupe,Kenya,0.5,34.11,-0.5,34.11,"Alupe, Kenya",KEN
414,no lat/lng entered / incorrect lat/lng - geocoded location,Baobab,Kenya,0.0,0.0,-4.0165731,39.7258892,"Baobab Road, 80101, Mombasa, Mombasa, Kenya",KEN
415,correct location data,Bondo- On Farm,Kenya,-0.1003,34.2755,-0.1003,34.2755,"Bondo- On Farm, Kenya",KEN
416,correct location data,Bukura,Kenya,0.2564,34.6899,0.2564,34.6899,"Bukura, Kenya",KEN
417,correct location data,Bungema,Kenya,0.44769,37.81494,0.44769,37.81494,"Bungema, Kenya",KEN
418,correct location data,Bungoma,Kenya,0.569369,34.561139,0.569369,34.561139,"Bungoma, Kenya",KEN
419,correct location data,Burura,Kenya,0.44769,37.81494,0.44769,37.81494,"Burura, Kenya",KEN
420,correct location data,Busia,Kenya,-0.7772,34.1728,-0.7772,34.1728,"Busia, Kenya",KEN
421,correct location data,Emabwi,Kenya,0.0846,34.5569,0.0846,34.5569,"Emabwi, Kenya",KEN
422,correct location data,Emali,Kenya,-2.1361,37.7856,-2.1361,37.7856,"Emali, Kenya",KEN
423,correct location data,Embu,Kenya,-0.5,37.45,-0.5,37.45,"Embu, Kenya",KEN
424,correct location data,Emuhaya,Kenya,0.092,34.5712,0.092,34.5712,"Emuhaya, Kenya",KEN
425,correct location data,Endebess,Kenya,1.06424,34.85687,1.06424,34.85687,"Endebess, Kenya",KEN
426,correct location data,Homabay,Kenya,-0.51,34.45,-0.51,34.45,"Homabay, Kenya",KEN
427,correct location data,Ithookwe,Kenya,-1.0333,37.8333,-1.0333,37.8333,"Ithookwe, Kenya",KEN
428,no lat/lng entered / incorrect lat/lng - geocoded location,K.t.i,Kenya,0.0,0.0,3.7326248499999997,34.8413908775106,"Kakuma I, Kakuma, Turkana, Kenya",KEN
429,correct location data,Kakamega,Kenya,0.27,34.74,0.27,34.74,"Kakamega, Kenya",KEN
430,correct location data,Kampiyamawe,Kenya,-1.85,37.67,-1.85,37.67,"Kampiyamawe, Kenya",KEN
431,no lat/lng entered / incorrect lat/lng - geocoded location,Kari - Embu,Kenya,0.0,0.0,-0.5359626500000001,37.66530196902043,"Embu County, Kenya",KEN
432,no lat/lng entered / incorrect lat/lng - geocoded location,Karurina,Kenya,0.0,0.0,1.4419683,38.4313975,"Kenya, Kenya",KEN
433,correct location data,Katumani,Kenya,-1.6,37.23,-1.6,37.23,"Katumani, Kenya",KEN
434,correct location data,Kenya,Kenya,0.44769,37.81494,0.44769,37.81494,"Kenya, Kenya",KEN
435,correct location data,Kesref,Kenya,-0.0667,34.8167,-0.0667,34.8167,"Kesref, Kenya",KEN
436,correct location data,Kiboko,Kenya,-2.25,37.73,-2.25,37.73,"Kiboko, Kenya",KEN
437,correct location data,Kibos,Kenya,-0.07,34.82,-0.07,34.82,"Kibos, Kenya",KEN
438,correct location data,Kimilili,Kenya,0.61385,37.66388,0.61385,37.66388,"Kimilili, Kenya",KEN
439,correct location data,Kimlili (2),Kenya,0.61385,37.66388,0.61385,37.66388,"Kimlili (2), Kenya",KEN
440,correct location data,Kitalale,Kenya,1.0044,34.9192,1.0044,34.9192,"Kitalale, Kenya",KEN
441,correct location data,Kitale,Kenya,1.01,35.0,1.01,35.0,"Kitale, Kenya",KEN
442,correct location data,Kitui,Kenya,-1.37,38.01,-1.37,38.01,"Kitui, Kenya",KEN
443,correct location data,Ksc Field,Kenya,1.07,34.9979,1.07,34.9979,"Ksc Field, Kenya",KEN
444,correct location data,Machakos,Kenya,-1.5143,37.2628,-1.5143,37.2628,"Machakos, Kenya",KEN
445,correct location data,Makindu,Kenya,-2.278,37.8251,-2.278,37.8251,"Makindu, Kenya",KEN
446,correct location data,Makueni,Kenya,-1.798,37.623,-1.798,37.623,"Makueni, Kenya",KEN
447,correct location data,Mitungu,Kenya,0.057633,37.639197,0.057633,37.639197,"Mitungu, Kenya",KEN
448,correct location data,Mombasa,Kenya,-4.07,39.67,-4.07,39.67,"Mombasa, Kenya",KEN
449,correct location data,Mtwapa,Kenya,-3.93,39.75,-3.93,39.75,"Mtwapa, Kenya",KEN
450,correct location data,Muguga,Kenya,-1.183,36.65,-1.183,36.65,"Muguga, Kenya",KEN
451,correct location data,Nairobi,Kenya,-1.25,36.73,-1.25,36.73,"Nairobi, Kenya",KEN
452,correct location data,"Narc, Kitale",Kenya,0.61385,37.66388,0.61385,37.66388,"Narc, Kitale, Kenya",KEN
453,correct location data,Nyahera,Kenya,-0.0525,34.7405,-0.0525,34.7405,"Nyahera, Kenya",KEN
454,correct location data,Rachuonyo,Kenya,-0.3684,34.6497,-0.3684,34.6497,"Rachuonyo, Kenya",KEN
455,correct location data,Sigor,Kenya,1.483,35.467,1.483,35.467,"Sigor, Kenya",KEN
456,no lat/lng entered / incorrect lat/lng - geocoded location,Tanseed,Kenya,0.0,0.0,1.4419683,38.4313975,"Kenya, Kenya",KEN
457,correct location data,Vihiga,Kenya,0.0479,34.7271,0.0479,34.7271,"Vihiga, Kenya",KEN
458,no lat/lng entered / incorrect lat/lng - geocoded location,Wanbugu,Kenya,0.0,0.0,1.4419683,38.4313975,"Kenya, Kenya",KEN
459,correct location data,Western Kakamrga,Kenya,0.44769,37.81494,0.44769,37.81494,"Western Kakamrga, Kenya",KEN
460,no lat/lng entered / incorrect lat/lng - geocoded location,Western Seeds,Kenya,0.0,0.0,0.5090396,34.5731341,"Western, Kenya",KEN
461,correct location data,Leribe,Lesotho,-28.88,28.05,-28.88,28.05,"Leribe, Lesotho",LSO
462,no lat/lng entered / incorrect lat/lng - geocoded location,Lesotho,Lesotho,0.0,0.0,-29.6039267,28.3350193,"Lesotho, Lesotho",LSO
463,correct location data,Machache,Lesotho,-29.367,27.917,-29.367,27.917,"Machache, Lesotho",LSO
464,correct location data,Mahobong,Lesotho,-28.88,28.05,-28.88,28.05,"Mahobong, Lesotho",LSO
465,correct location data,Maseru,Lesotho,-29.28,27.5,-29.28,27.5,"Maseru, Lesotho",LSO
466,correct location data,Mokhotlong,Lesotho,-29.28,29.08,-29.28,29.08,"Mokhotlong, Lesotho",LSO
467,correct location data,Mokhotlong (2),Lesotho,-29.27,29.08,-29.27,29.08,"Mokhotlong (2), Lesotho",LSO
468,correct location data,Nyakosoba,Lesotho,-29.55,27.78,-29.55,27.78,"Nyakosoba, Lesotho",LSO
469,correct location data,Teyateyaneng,Lesotho,-29.15,27.75,-29.15,27.75,"Teyateyaneng, Lesotho",LSO
470,correct location data,Tseka,Lesotho,-29.5,28.62,-29.5,28.62,"Tseka, Lesotho",LSO
471,correct location data,Tulear,Madagascar,-23.33,43.68,-23.33,43.68,"Tulear, Madagascar",MDG
472,no lat/lng entered / incorrect lat/lng - geocoded location,Baka Research Station,Malawi,0.0,0.0,-13.680208050000001,34.25890878313515,"Chitala Agricultural Research Station, Mphunga, Salima, Malawi",MWI
473,correct location data,Bembeke,Malawi,-14.17,34.43,-14.17,34.43,"Bembeke, Malawi",MWI
474,correct location data,Bolero,Malawi,-10.983,33.75,-10.983,33.75,"Bolero, Malawi",MWI
475,correct location data,Bvumbwe,Malawi,-15.92,35.07,-15.92,35.07,"Bvumbwe, Malawi",MWI
476,correct location data,Bwanje,Malawi,-14.08,34.95,-14.08,34.95,"Bwanje, Malawi",MWI
477,correct location data,Chitala,Malawi,-13.13,34.07,-13.13,34.07,"Chitala, Malawi",MWI
478,correct location data,Chitedze,Malawi,-13.98,33.63,-13.98,33.63,"Chitedze, Malawi",MWI
479,correct location data,Lunyangwa,Malawi,-11.45,33.917,-11.45,33.917,"Lunyangwa, Malawi",MWI
480,correct location data,Makoka,Malawi,-14.7,35.6,-14.7,35.6,"Makoka, Malawi",MWI
481,correct location data,Mbawa,Malawi,-12.1,33.5,-12.1,33.5,"Mbawa, Malawi",MWI
482,no lat/lng entered / incorrect lat/lng - geocoded location,Mphimbi,Malawi,0.0,0.0,-13.2687204,33.9301963,"Malawi, Malawi",MWI
483,correct location data,Ngabu,Malawi,-16.47,34.92,-16.47,34.92,"Ngabu, Malawi",MWI
484,no lat/lng entered / incorrect lat/lng - geocoded location,Not Identified,Malawi,0.0,0.0,-16.5043189,34.892303763072434,"Not known yet, Nsangwe, Chikwawa, Malawi",MWI
485,correct location data,Salima,Malawi,-13.75,34.58,-13.75,34.58,"Salima, Malawi",MWI
486,correct location data,Tsangano,Malawi,-15.18,34.62,-15.18,34.62,"Tsangano, Malawi",MWI
487,correct location data,Zomba,Malawi,-15.38,35.33,-15.38,35.33,"Zomba, Malawi",MWI
488,correct location data,Farako,Mali,10.75,-6.833333,10.75,-6.833333,"Farako, Mali",MLI
489,no lat/lng entered / incorrect lat/lng - geocoded location,Katibougou,Mali,0.0,0.0,12.5017753,-8.0920452,"Katibougou, Koulikoro, Mali",MLI
490,no lat/lng entered / incorrect lat/lng - geocoded location,Kolombada,Mali,0.0,0.0,12.69305,-7.0090667,"KOLOMBADA, Koulikoro, Mali",MLI
491,"entered (lat, -lng)",Rue Mohamed,Mali,12.0,7.0,12.0,-7.0,"Rue Mohamed, Mali",MLI
492,correct location data,Sotuba,Mali,12.666666,-8.45,12.666666,-8.45,"Sotuba, Mali",MLI
493,no lat/lng entered / incorrect lat/lng - geocoded location,"Acatic, Jalisco",Mexico,0.0,0.0,20.76878345,-102.92039700254298,"Acatic, Jalisco, Mexico",MEX
494,no lat/lng entered / incorrect lat/lng - geocoded location,"Acayucan, Veracruz",Mexico,0.0,0.0,18.0281048,-95.03593818139205,"Acayucan, 96000, Veracruz, Mexico",MEX
495,correct location data,Aculco,Mexico,20.51707,-100.21179,20.51707,-100.21179,"Aculco, Mexico",MEX
496,no lat/lng entered / incorrect lat/lng - geocoded location,Agua Fria,Mexico,0.0,0.0,20.53396,-97.623345,"Agua Fría, Puebla, Mexico",MEX
497,correct location data,Aguascalientes,Mexico,21.85,-102.3,21.85,-102.3,"Aguascalientes, Mexico",MEX
498,correct location data,"Ahuacatlan, Nayarit",Mexico,21.03,-104.5,21.03,-104.5,"Ahuacatlan, Nayarit, Mexico",MEX
499,correct location data,Almoloya De Juarez,Mexico,19.36856,-99.76049,19.36856,-99.76049,"Almoloya De Juarez, Mexico",MEX
500,correct location data,"Ameca, Jal.",Mexico,20.55,-104.05,20.55,-104.05,"Ameca, Jal., Mexico",MEX
501,correct location data,"Ameca, Jal. (2)",Mexico,20.55,-104.05,20.55,-104.05,"Ameca, Jal. (2), Mexico",MEX
502,correct location data,"Ameca, Jal. (3)",Mexico,20.55,-104.05,20.55,-104.05,"Ameca, Jal. (3), Mexico",MEX
503,correct location data,"Amecameca, Mexico",Mexico,19.13,-98.77,19.13,-98.77,"Amecameca, Mexico, Mexico",MEX
504,no lat/lng entered / incorrect lat/lng - geocoded location,"Apaseo El Guadalupe, Guanajuato",Mexico,0.0,0.0,20.5563477,-100.6388368,"Guadalupe del Monte, 38160, Guanajuato, Mexico",MEX
505,no lat/lng entered / incorrect lat/lng - geocoded location,Atlacomulco,Mexico,0.0,0.0,19.81591915,-99.86811932469178,"Atlacomulco, Mexico, Mexico",MEX
506,no lat/lng entered / incorrect lat/lng - geocoded location,"Axochio, San Andres Tuxtla, Veracruz",Mexico,0.0,0.0,18.3714731,-95.2992855,"Axochio, 95730, Veracruz, Mexico",MEX
507,no lat/lng entered / incorrect lat/lng - geocoded location,"Buenavista Penjamo, Guanajuato",Mexico,0.0,0.0,20.4313763,-101.7241184,"Pénjamo, Guanajuato, Mexico",MEX
508,correct location data,"Calera, Zacatecas",Mexico,22.9,-102.65,22.9,-102.65,"Calera, Zacatecas, Mexico",MEX
509,no lat/lng entered / incorrect lat/lng - geocoded location,"Campeche, Campeche",Mexico,20.67,-90.53,19.3290208,-89.94398204458577,"Campeche, Mexico",MEX
510,correct location data,"Candelaria Portezuelo, Puebla",Mexico,19.0,-98.0,19.0,-98.0,"Candelaria Portezuelo, Puebla, Mexico",MEX
511,correct location data,"Candelaria Portezuelo, Puebla (2)",Mexico,19.0,-98.0,19.0,-98.0,"Candelaria Portezuelo, Puebla (2), Mexico",MEX
512,no lat/lng entered / incorrect lat/lng - geocoded location,Cardel,Mexico,0.0,0.0,17.444722,-94.221389,"José Cardel, 96700, Veracruz, Mexico",MEX
513,correct location data,"Celaya, Guanajuato",Mexico,20.52,-100.82,20.52,-100.82,"Celaya, Guanajuato, Mexico",MEX
514,correct location data,"Celaya, Guanajuato (inifap)",Mexico,20.52,-100.82,20.52,-100.82,"Celaya, Guanajuato (inifap), Mexico",MEX
515,correct location data,"Cerib, Tamaulipas",Mexico,25.98,-98.1,25.98,-98.1,"Cerib, Tamaulipas, Mexico",MEX
516,no lat/lng entered / incorrect lat/lng - geocoded location,"Champoton, Campeche",Mexico,0.0,0.0,19.12975965,-90.45225444832099,"Champotón, Campeche, Mexico",MEX
517,correct location data,"Chapingo, Estado De Mexico",Mexico,19.52,-98.88,19.52,-98.88,"Chapingo, Estado De Mexico, Mexico",MEX
518,correct location data,Chavinda,Mexico,20.02,-102.45,20.02,-102.45,"Chavinda, Mexico",MEX
519,no lat/lng entered / incorrect lat/lng - geocoded location,Chiapas,Mexico,0.0,0.0,16.5000001,-92.5000001,"Chiapas, Mexico",MEX
520,no lat/lng entered / incorrect lat/lng - geocoded location,Chorrerones,Mexico,0.0,0.0,22.5000485,-100.0000375,"Mexico, Mexico",MEX
521,correct location data,"Ciudad Anahuac, Nuevo Leon",Mexico,27.23,-100.15,27.23,-100.15,"Ciudad Anahuac, Nuevo Leon, Mexico",MEX
522,correct location data,"Ciudad Guzman, Jalisco",Mexico,19.67,-103.5,19.67,-103.5,"Ciudad Guzman, Jalisco, Mexico",MEX
523,no lat/lng entered / incorrect lat/lng - geocoded location,Ciudad Obregon,Mexico,26.67,-109.42,27.4846619,-109.9337782,"Ciudad Obregón, Sonora, Mexico",MEX
524,correct location data,"Coatlinchan, Estado De Mexico",Mexico,19.44972,-98.87133,19.44972,-98.87133,"Coatlinchan, Estado De Mexico, Mexico",MEX
525,correct location data,"Cocotitlan, Texcoco",Mexico,19.5238,-98.86764,19.5238,-98.86764,"Cocotitlan, Texcoco, Mexico",MEX
526,correct location data,"Colon, Queretaro",Mexico,20.78581,-100.04957,20.78581,-100.04957,"Colon, Queretaro, Mexico",MEX
527,no lat/lng entered / incorrect lat/lng - geocoded location,Colonia Del Turen,Mexico,0.0,0.0,20.949722,-97.458889,"Colonia México Lindo, 92770, Veracruz, Mexico",MEX
528,no lat/lng entered / incorrect lat/lng - geocoded location,Coquimatlan,Mexico,0.0,0.0,19.1759779,-103.92391335718723,"Coquimatlán, Colima, Mexico",MEX
529,no lat/lng entered / incorrect lat/lng - geocoded location,"Corralejo De Hidalgo, Guanajuato",Mexico,0.0,0.0,21.1693183,-100.9366005,"Corralejo, 37800, Colonia Padre Hidalgo, Guanajuato, Mexico",MEX
530,no lat/lng entered / incorrect lat/lng - geocoded location,Cotaxla,Mexico,0.0,0.0,22.5000485,-100.0000375,"Mexico, Mexico",MEX
531,correct location data,Cotaxtla (inifap),Mexico,19.33,-96.67,19.33,-96.67,"Cotaxtla (inifap), Mexico",MEX
532,no lat/lng entered / incorrect lat/lng - geocoded location,"Coyoltepec, San Andres Tuxtla, Veracruz",Mexico,0.0,0.0,18.338333,-95.308889,"Coyoltepec, 95730, Veracruz, Mexico",MEX
533,correct location data,"Cuautitlan, Estado De Mexico",Mexico,19.68,-99.18,19.68,-99.18,"Cuautitlan, Estado De Mexico, Mexico",MEX
534,correct location data,Cuendo1,Mexico,19.4033,-99.02141,19.4033,-99.02141,"Cuendo1, Mexico",MEX
535,correct location data,"Cuidad Guzman, Jalisco (2)",Mexico,19.67,-103.5,19.67,-103.5,"Cuidad Guzman, Jalisco (2), Mexico",MEX
536,correct location data,"Culican, Sinaloa",Mexico,24.8,-107.4,24.8,-107.4,"Culican, Sinaloa, Mexico",MEX
537,correct location data,"Delicias, Chihuahua",Mexico,28.18,-105.17,28.18,-105.17,"Delicias, Chihuahua, Mexico",MEX
538,correct location data,"Diaz Ordaz, Tamaulipas",Mexico,26.08,-98.3,26.08,-98.3,"Diaz Ordaz, Tamaulipas, Mexico",MEX
539,correct location data,"Dolores Enyeje, Ixtla",Mexico,19.55,-99.85,19.55,-99.85,"Dolores Enyeje, Ixtla, Mexico",MEX
540,correct location data,"Dolores Hidalgo, Guanajuato",Mexico,21.15,-100.93,21.15,-100.93,"Dolores Hidalgo, Guanajuato, Mexico",MEX
541,correct location data,"Durango, Durango",Mexico,24.0,-104.0,24.0,-104.0,"Durango, Durango, Mexico",MEX
542,no lat/lng entered / incorrect lat/lng - geocoded location,"Edzna, Campeche",Mexico,0.0,0.0,19.5976011,-90.231118911752,"Zona Arqueológica de Edzná, Ramal a Edzná, Ramal a Edzná, Noyaxché, Campeche, Mexico",MEX
543,no lat/lng entered / incorrect lat/lng - geocoded location,Ejido 1ro De Mayo,Mexico,0.0,0.0,18.657144,-91.8233753,"COL. 1ro DE MAYO, 24100, Campeche, Mexico",MEX
544,correct location data,El Batan,Mexico,19.52,-98.87,19.52,-98.87,"El Batan, Mexico",MEX
545,correct location data,El Batan (2),Mexico,19.52,-98.87,19.52,-98.87,"El Batan (2), Mexico",MEX
