,index,location,found_lat,found_lng,matched_location
225,566,"('Chiapas', 'Mexico')",16.5000001,-92.5000001,"Chiapas, Mexico"
226,567,"('Chorrerones', 'Mexico')",22.5000485,-100.0000375,"Mexico, Mexico"
227,574,"('Colonia Del Turen', 'Mexico')",20.949722,-97.458889,"Colonia México Lindo, 92770, Veracruz, Mexico"
228,575,"('Coquimatlan', 'Mexico')",19.1759779,-103.92391335718723,"Coquimatlán, Colima, Mexico"
229,576,"('Corralejo De Hidalgo, Guanajuato', 'Mexico')",21.1693183,-100.9366005,"Corralejo, 37800, Colonia Padre Hidalgo, Guanajuato, Mexico"
230,577,"('Cotaxla', 'Mexico')",22.5000485,-100.0000375,"Mexico, Mexico"
231,579,"('Coyoltepec, San Andres Tuxtla, Veracruz', 'Mexico')",18.338333,-95.308889,"Coyoltepec, 95730, Veracruz, Mexico"
232,589,"('Edzna, Campeche', 'Mexico')",19.5976011,-90.231118911752,"Zona Arqueológica de Edzná, Ramal a Edzná, Ramal a Edzná, Noyaxché, Campeche, Mexico"
233,590,"('Ejido 1ro De Mayo', 'Mexico')",18.657144,-91.8233753,"COL. 1ro DE MAYO, 24100, Campeche, Mexico"
234,596,"('El Zapote, Tonatico', 'Mexico')",20.1974325,-97.5439497,"El Zapote, Veracruz, Mexico"
235,599,"('Guadalajara, Jalisco', 'Mexico')",20.676143,-103.3469982,"Guadalajara, 44100, Jalisco, Mexico"
236,605,"('Huejutla De Reyes, Hidalgo', 'Mexico')",21.14338025,-98.3883786710258,"Huejutla de Reyes, 43000, Hidalgo, Mexico"
237,606,"('Huimanguillo', 'Mexico')",17.7620967,-93.66344080511583,"Huimanguillo, Tabasco, Mexico"
238,607,"('Ignacio De La Llave, Veracruz', 'Mexico')",19.333333,-96.666667,"Veracruz, Mexico"
239,610,"('Isla, Veracruz', 'Mexico')",18.12289035,-95.58427533680396,"Isla, Veracruz, Mexico"
240,613,"('Jalisco, Jalisco', 'Mexico')",20.3333331,-103.6666671,"Jalisco, Mexico"
241,615,"('Jerico Chiapas', 'Mexico')",15.5405542,-93.0162318,"Miguel Alemán Valdez (Jericó), Chiapas, Mexico"
242,616,"('Jesus Maria', 'Mexico')",20.64794705,-102.10757376228773,"Jesús María, Jalisco, Mexico"
243,620,"('La Barca, Jalisco', 'Mexico')",20.35720795,-102.50327003201096,"La Barca, Jalisco, Mexico"
244,621,"('La Cantera, Comonfort, Guanajuato', 'Mexico')",21.146273,-101.0027656,"La Cantera, Guanajuato, Mexico"
245,622,"('La Cruz De Elota, Sinaloa', 'Mexico')",23.9251224,-106.8992029,"Mar de la Plata, 82773, La Cruz, Sinaloa, Mexico"
246,626,"('La Torrecilla, Tlalixcoyan, Veracruz', 'Mexico')",18.728889,-96.143333,"Torrecillas, Veracruz, Mexico"
247,631,"('Mata De Agua', 'Mexico')",19.028889,-96.502222,"Mata de Agua, 94235, Veracruz, Mexico"
248,636,"('Nayarit', 'Mexico')",22.0000001,-105.0000001,"Nayarit, Mexico"
249,641,"('Ocuituco, Morelos', 'Mexico')",18.879111899999998,-98.7772832902208,"Ocuituco, Morelos, Mexico"
250,642,"('Ojo De Agua, Santiago Tuxtla, Veracruz', 'Mexico')",18.3725,-95.369722,"Ojo de Agua, Veracruz, Mexico"
251,643,"('Ojo De Agua, Tonatico', 'Mexico')",18.7432956,-99.6127579,"Ojo de Agua, 39230.0, Mexico, Mexico"
252,647,"('Penjamo, Guanajuato', 'Mexico')",20.4313763,-101.7241184,"Pénjamo, Guanajuato, Mexico"
253,655,"('Quila, Sinaloa', 'Mexico')",24.4244306,-107.2201796,"Quilá, Sinaloa, Mexico"
254,657,"('Rincon De Parangueo, Guanajuato', 'Mexico')",20.4205322,-101.2537744,"Rincon de Parangueo, 38400, Guanajuato, Mexico"
255,661,"('San Andres Tuxtla', 'Mexico')",18.4633672,-95.19831533920046,"San Andrés Tuxtla, 95730, Veracruz, Mexico"
256,666,"('San Juan De Abajo', 'Mexico')",20.8516734,-100.7785417,"Don Juan Xido de Abajo, Guanajuato, Mexico"
257,670,"('San Miguel Allende, Guanajuato', 'Mexico')",20.9139025,-100.744012,"San Miguel de Allende, Guanajuato, Mexico"
258,672,"('San Pedro Lagunillas, Nayarit', 'Mexico')",21.16698955,-104.71791325047576,"San Pedro Lagunillas, Nayarit, Mexico"
259,679,"('Tamarindos, Veracruz', 'Mexico')",19.043398850000003,-96.49325380452741,"EcoClub Tamarindos, S/N, 94235, Mata de Agua, Veracruz, Mexico"
260,680,"('Tamaulipas', 'Mexico')",23.9891553,-98.7026825,"Tamaulipas, Mexico"
261,683,"('Tepalcingo, Morelos', 'Mexico')",18.56943655,-98.9080883044239,"Tepalcingo, Morelos, Mexico"
262,685,"('Tlacomulco', 'Mexico')",20.046667,-98.318889,"Tlacomulco, 43740, Hidalgo, Mexico"
263,689,"('Tlalixcoyan', 'Mexico')",18.773168499999997,-96.20588646956678,"Tlalixcoyan, Veracruz, Mexico"
264,690,"('Tlaltizapan', 'Mexico')",18.7045227,-99.14191731588632,"Tlaltizapán de Zapata, Morelos, Mexico"
265,698,"('Uxmal', 'Mexico')",20.35930815,-89.77124282998557,"Uxmal, Carretera Umán-Chencollí, Carretera Umán-Chencollí, San Isidro, Yucatán, Mexico"
266,699,"('Valle De Bravo, Estado De Mexico', 'Mexico')",19.1849101,-100.15126325880992,"Valle de Bravo, Mexico, Mexico"
267,700,"('Valle De Culiacan', 'Mexico')",24.7547946,-107.4580466,"Valle de Culiacan, 80148, Culiacán, Sinaloa, Mexico"
268,702,"('Valle Del Fuerte, Sinaloa', 'Mexico')",25.6859255,-109.07865204412306,"Federal del Valle del Fuerte International Airport, E.C. (Los Mochis - Topolobampo) - Los Paredones, 81250, E.C. (Los Mochis - Topolobampo) - Los Paredones, Los Mochis, Sinaloa, Mexico"
269,705,"('Veracrucito', 'Mexico')",18.851667,-97.796111,"Veracrucito, 75610, Puebla, Mexico"
270,708,"('Villa Hidalgo, Nayarit', 'Mexico')",21.7418519,-105.2303018,"Villa Hidalgo, Nayarit, Mexico"
271,709,"('Villa Verde, Guanajuato', 'Mexico')",20.5519216,-100.8345103,"Villa Verde, 38027, Celaya, Guanajuato, Mexico"
272,712,"('Xalostoc, Morelos', 'Mexico')",19.5389294,-99.0777325,"San Pedro Xalostoc, 55520, San Andrés de la Cañada, Mexico, Mexico"
273,713,"('Xocoyucan, Tlaxcala', 'Mexico')",19.307222,-98.372778,"San Diego Xocoyucan, 4475, Tlaxcala, Mexico"
274,717,"('Khemiszemamra', 'Morocco')",31.1728192,-7.3366043,"Morocco, Morocco"
275,719,"('Angora', 'Mozambique')",-19.302233,34.9144977,"Mozambique, Mozambique"
276,727,"('Mozambique', 'Mozambique')",-19.302233,34.9144977,"Mozambique, Mozambique"
277,734,"('Semol', 'Mozambique')",-19.302233,34.9144977,"Mozambique, Mozambique"
278,737,"('Ussudenga', 'Mozambique')",-19.302233,34.9144977,"Mozambique, Mozambique"
279,738,"('Naung Mon', 'Myanmar')",16.9786252,97.341379,"Naunggala, Mon, Myanmar"
280,739,"('Sea', 'Myanmar')",22.6405969,97.2675367,"Waterfall (wet season only)(still a fun trek anyway), Hsipaw Township, Shan State, Myanmar"
281,740,"('Taryaw', 'Myanmar')",17.1750495,95.9999652,"Myanmar, Myanmar"
282,741,"('Tatkan', 'Myanmar')",17.1750495,95.9999652,"Myanmar, Myanmar"
283,742,"('Tatkone', 'Myanmar')",20.1288844,96.2019535,"Tatkon Township, 15011, Naypyitaw, Myanmar"
284,747,"('Mitkomst Research Station', 'Namibia')",-23.3421727,16.2250963,"Gamsberg Research Station, Khomas, Namibia"
285,749,"('Hardinath', 'Nepal')",28.1083929,84.0917139,"Nepal, Nepal"
286,750,"('Kabre', 'Nepal')",28.3634261,83.9751363,"Kabre, Western Development Region, Nepal"
287,752,"('Lumle', 'Nepal')",28.2992518,83.8023028,"Lumle, Western Development Region, Nepal"
288,753,"('Pakhribas', 'Nepal')",27.067448149999997,87.25030271671474,"Pakhribas, Eastern Development Region, Nepal"
289,755,"('Parwanipur', 'Nepal')",27.113407950000003,85.73390863527482,"Parwanipur, 45800, Central Development Region, Nepal"
290,758,"('Campos Azules', 'Nicaragua')",12.0120715,-83.7624301,"Campos Azules, Calle Cabezas, 81000, Calle Cabezas, Bluefields, South Atlantic Autonomous Region, Nicaragua"
291,759,"('Campos Azules, Masatepe', 'Nicaragua')",12.0120715,-83.7624301,"Campos Azules, Calle Cabezas, 81000, Calle Cabezas, Bluefields, South Atlantic Autonomous Region, Nicaragua"
292,760,"('Carazo', 'Nicaragua')",11.6635659,-86.3090376,"Carazo, Nicaragua"
293,762,"('Chontales', 'Nicaragua')",11.8915422,-85.1013926,"Chontales, Nicaragua"
294,763,"('Chontales, Tamboral Sur', 'Nicaragua')",12.0951184,-85.3609273,"13va Calle SurOeste, 55000, Juigalpa, Chontales, Nicaragua"
295,764,"('Condega, Esteli', 'Nicaragua')",13.2712685,-86.363163,"Estelí-Condega, 32100, Estelí, Nicaragua"
296,765,"('El Areno, El Rama', 'Nicaragua')",12.0131138,-84.543185,"Comarca El Areno, 82400, South Atlantic Autonomous Region, Nicaragua"
297,766,"('El Jicaro, Nueva Segovia', 'Nicaragua')",13.5701676,-86.0196906,"Río El Jícaro, 38700, Nueva Segovia, Nicaragua"
298,767,"('El Pellizco, Chinandega', 'Nicaragua')",12.8647263,-87.4757338,"El Calanchin, 26200, Chinandega, Nicaragua"
299,768,"('Jalapa', 'Nicaragua')",13.9192848,-86.1250346,"Jalapa, 39200, Nueva Segovia, Nicaragua"
300,769,"('La Dal═a', 'Nicaragua')",13.1673341,-85.6764429,"Via de acceso a Finca la fuente, 62700, Wasake, Matagalpa (Departemento), Nicaragua"
301,770,"('La Presa', 'Nicaragua')",13.1341173,-86.0366264,"Presa, 65000, La Ermita, Jinotega (Departamento), Nicaragua"
302,771,"('La Trinidad, Esteli', 'Nicaragua')",12.9630934,-86.2679135,"Río La Trinidad, 32500, Estelí, Nicaragua"
303,772,"('Las Cruces Carazo', 'Nicaragua')",12.6374994,-86.2714557,"Quebrada Las Cruces, 62800, Managua, Nicaragua"
304,773,"('Las Piedras,nueva Segovia', 'Nicaragua')",13.7235007,-86.482923,"Cerro Piedras Gordas, 38200, Nueva Segovia, Nicaragua"
305,774,"('Llano Redondo', 'Nicaragua')",12.8064933,-86.0142436,"Potrero Redondo, 62200, Matagalpa (Departemento), Nicaragua"
306,776,"('Mazatepec', 'Nicaragua')",12.3724928,-84.8700308,"Nicaragua, Nicaragua"
307,777,"('Melchorita, San Carlos', 'Nicaragua')",11.8137205,-86.4869739,"San Carlos, 16700, Managua, Nicaragua"
308,778,"('Nindiri, Mazaya', 'Nicaragua')",12.0538656,-86.1520352018148,"Nindirí (Municipio), 42200, Masaya, Nicaragua"
309,779,"('Paz De Carazo', 'Nicaragua')",11.8226879,-86.1278901,"La Paz de Carazo, 46500, Carazo, Nicaragua"
310,780,"('Pueblo Nuevo', 'Nicaragua')",13.3804064,-86.4383255,"Río Pueblo Nuevo, 32200, Estelí, Nicaragua"
311,781,"('San Bartolo', 'Nicaragua')",13.5337539,-85.9261882,"San Bartolo, 38700, Nueva Segovia, Nicaragua"
312,782,"('San Benito, Chinandega', 'Nicaragua')",12.3089404,-86.0543097,"San Benito, 15100, Managua, Nicaragua"
313,784,"('Santa Cruz, Esteli', 'Nicaragua')",13.017159,-86.3113292,"Valle Santa Cruz, 35000, Estelí, Nicaragua"
314,785,"('Santa Juana, Nindiri', 'Nicaragua')",12.0342866,-86.237774,"Santa Juana, 10000 (CODIGO MAESTRO), Managua, Nicaragua"
315,787,"('Baganda', 'Nigeria')",9.6000359,7.9999721,"Nigeria, Nigeria"
316,795,"('Saminaka Nig', 'Nigeria')",10.4110334,8.669981111225605,"Saminaka, Kaduna, Nigeria"
317,796,"('Temti Jos', 'Nigeria')",9.9175125,8.8979401,"Jos, 930214, Plateau, Nigeria"
318,800,"('Ari, D,i. Kham', 'Pakistan')",24.8265123,67.1014782,"Bayer Pakistan Head office, 75500, Karachi, Sindh, Pakistan"
319,806,"('Azuer', 'Panama')",7.9656156,-80.43680914654468,"Hotel Azuero Plaza, Chitré, Provincia de Herrera, Panama"
320,814,"('Capitan Miranda', 'Paraguay')",-27.2196484,-55.8011417,"Capitán Miranda, Itapúa, Paraguay"
321,817,"('San Juan Bautista', 'Paraguay')",-26.6690511,-57.1457939,"San Juan Bautista, Misiones, Paraguay"
322,819,"('Yjhovy', 'Paraguay')",-23.3165935,-58.1693445,"Paraguay, Paraguay"
323,820,"('Ascope', 'Peru')",-7.6871281,-79.1720231,"Province of Ascope, Ascope, La Libertad, Peru"
324,821,"('Aucaloma', 'Peru')",-6.8699697,-75.0458515,"Peru, Peru"
325,823,"('E.e. Pucallpa', 'Peru')",-8.38665005,-74.55998706947082,"Embotelladora Pucallpa, 250105, Yarinacocha, Ucayali, Peru"
326,825,"('Huaral', 'Peru')",-11.4954877,-77.2071394,"Huaral, Lima, Peru"
327,826,"('Humay - Pisco', 'Peru')",-13.7225359,-75.8866165,"Humay, 11601, Ica, Peru"
328,828,"('Juan Guerra', 'Peru')",-6.5832708,-76.3299295,"Juan Guerra, San Martín, Peru"
329,829,"('La Vi╤a-jayanca-lambayeque', 'Peru')",-6.4036672,-79.8252381,"Vista Alegre, Ruta 1b, 14000, Ruta 1b, Jayanca, Lambayeque, Peru"
330,830,"('Lambayeque', 'Peru')",-6.333333,-80.0,"Lambayeque, Peru"
331,831,"('Lima', 'Peru')",-12.0621065,-77.0365256,"Lima, Lima, Peru"
332,832,"('Montupe 99', 'Peru')",-6.2769016,-79.748424,"Río Motupe, 14000, Motupe, Lambayeque, Peru"
333,833,"('Muy Finca Mochumi Lambayeque', 'Peru')",-6.612434,-79.8946013,"Institución Educativa 10138 Augusto Castillo Muro Sime, Motupe, 14000, Motupe, Mochumí, Lambayeque, Peru"
334,834,"('Pachacamac', 'Peru')",-12.3019444,-76.9022222,"Pachacámac, 15842, Lurín, Lima, Peru"
335,835,"('Peru', 'Peru')",-6.8699697,-75.0458515,"Peru, Peru"
336,836,"('Pucallpa', 'Peru')",-8.3820737,-74.5387507,"Pucallpa, 250105, Ucayali, Peru"
337,837,"('Pucallpa, San Fernando, Sa', 'Peru')",-14.0908608,-72.4693601,"San Fernando, Apurímac, Peru"
338,838,"('Rioja', 'Peru')",-6.0,-77.416667,"Province of Rioja, Nueva Cajamarca, San Martín, Peru"
339,839,"('Rioja, San Fernando, Sa', 'Peru')",-5.9029585,-77.2706361,"San Fernando, San Martín, Peru"
340,840,"('Victoria 99', 'Peru')",-12.070200849999999,-77.0298013,"Primax, 999, Avenida Iquitos, LIMA 13, Avenida Iquitos, La Victoria, Lima, Peru"
341,841,"('Viru La Libertad', 'Peru')",-8.4834983,-78.6713996,"Province of Virú, Chao, La Libertad, Peru"
342,842,"('Vista Florida', 'Peru')",-4.8781674,-80.990203,"Vista Florida, 20701, Piura, Peru"
343,843,"('Vista Florida Chiclayo', 'Peru')",-6.7631677,-79.8583674,"Vista Florida, 5174, Chiclayo, Lambayeque, Peru"
344,844,"('Vista Florida Chiclayo (2)', 'Peru')",-4.8781674,-80.990203,"Vista Florida, 20701, Piura, Peru"
345,845,"('Vista Florida Chiclayo (3)', 'Peru')",-6.7631677,-79.8583674,"Vista Florida, 5174, Chiclayo, Lambayeque, Peru"
346,846,"('Yurimagua', 'Peru')",-5.8994825,-76.3906998,"Nuevo Yurimaguas, 16401, Loreto, Peru"
347,847,"('Baybay', 'Philippines')",11.1912997,125.0218763,"Baybay, 6500, Leyte, Philippines"
348,850,"('Ipb Experiment Station', 'Philippines')",9.78206895,118.737796789149,"Palawan Agricultural Experiment Station, 5300, Tagburos, Palawan, Philippines"
349,851,"('Kabacan', 'Philippines')",7.1082671,124.8232975,"Kabacan, Cotabato, Philippines"
350,852,"('Kabacan, Cotabato (2)', 'Philippines')",7.1417611,125.0534924,"Kabacan Bridge 2, President Roxas, Cotabato, Philippines"
351,854,"('San Felipe, Ilagan, Isabela.', 'Philippines')",8.02297175,125.99278624466555,"Dalumpines, Felipe, NRJ Sta. Isabel-Tapaz Road, 8512, NRJ Sta. Isabel-Tapaz Road, Purok 1 Tapaz, Agusan del Sur, Philippines"
352,891,"('Shewula', 'Swaziland')",-26.1415941,32.0397707,"Shewula Mountaincamp, Shwula-Mbuluzi trail, Shwula-Mbuluzi trail, Lubombo, Swaziland"
353,892,"('Swaziland', 'Swaziland')",-26.2950105,31.1398305,"Diplomat Swaziland Lane, H100, Mbabane, Hhohho, Swaziland"
354,893,"('Deir Al Zoor', 'Syria')",35.3333335,40.1499999,"Deir ez-Zor, Deir ez-Zor, Syria"
355,894,"('Raqqa', 'Syria')",35.4782468,38.168005,"Salamiyah - Raqqa, Hama, Syria"
356,914,"('Mwanza - Region', 'Tanzania')",-2.5180665,32.8973412,"Mwanza Regional Commissioner Office, Kenyatta Road, Kenyatta Road, Mwanza, Mwanza, Tanzania"
357,917,"('Nm', 'Tanzania')",-10.7228821,38.816551,"NMB, Masasi, Mtwara, Tanzania"
358,920,"('Tanzania', 'Tanzania')",-6.5247123,35.7878438,"Tanzania, Tanzania"
359,930,"('Sawankalok Sukhotha', 'Thailand')",17.1446985,99.4375845,"Sukhothai Province, Thailand"
360,932,"('Tak Fa', 'Thailand')",15.3525676,100.496798,"Tak Fa, Nakhon Sawan Province, Thailand"
361,938,"('Aydin', 'Turkey')",37.8413007,27.8328374,"Aydin, 09010, Aydın, Turkey"
362,939,"('Anny Settl', 'Turkmenistan')",38.0466859,58.033832652179576,"Aba Annaýew, Ahal, Turkmenistan"
363,940,"('Bulegeni', 'Uganda')",1.2932763,34.2852388,"Bulegeni Secondary, Sironko Kapchorwa Road, Sironko Kapchorwa Road, Buyaga, Sironko, Uganda"
364,941,"('Bulengeni', 'Uganda')",1.5333554,32.2166578,"Uganda, Uganda"
365,948,"('Msk', 'Uganda')",1.5333554,32.2166578,"Uganda, Uganda"
366,953,"('Uganda', 'Uganda')",1.5333554,32.2166578,"Uganda, Uganda"
367,963,"('Agua Blanca, Portuguesa', 'Venezuela')",9.661637,-69.1061456,"Agua Blanca, Portuguesa, Venezuela"
368,964,"('Aragua (ceniap)', 'Venezuela')",10.0,-67.166667,"Aragua, Venezuela"
369,965,"('Araure (acarigua)', 'Venezuela')",9.5578528,-69.2050846,"Acarigua, 3301, Portuguesa, Venezuela"
370,966,"('Araure (portuguesa)', 'Venezuela')",9.633333,-69.166667,"Distrito Araure, Portuguesa, Venezuela"
371,967,"('Carretera O, Turen, Portuguesa', 'Venezuela')",9.3939787,-69.3827452,"Carretera Nacional Guanare - San Carlos, Ospino, Portuguesa, Venezuela"
372,968,"('Centro Norte', 'Venezuela')",10.2085867,-67.4563348,"Autopista: Regional del Centro, 2122, Cagua, Aragua, Venezuela"
373,970,"('El Diamante, Yaritagua', 'Venezuela')",10.0888314,-68.9824683,"El Diamante, 3203, Yaracuy, Venezuela"
374,971,"('El Playon', 'Venezuela')",9.1002578,-69.0466659,"El Playón, Portuguesa, Venezuela"
375,972,"('El Socorro', 'Venezuela')",8.81483315,-70.29279914306466,"Parroquia El Socorro, Barinas, Venezuela"
376,973,"('Guarico', 'Venezuela')",8.666667,-66.583333,"Guárico, Venezuela"
377,974,"('La Lucia', 'Venezuela')",9.6945614,-69.2505518,"La Lucía, Portuguesa, Venezuela"
378,975,"('Las Caramas', 'Venezuela')",10.49013605,-66.89152825671934,"Universidad Central de Venezuela, Av. de las banderas, 1040, Av. de las banderas, Parroquia San Pedro, Capital District, Venezuela"
379,978,"('Las Guacamayas, El Sombrero', 'Venezuela')",9.1856636,-67.0326133,"El Flagelo Runway, Vía Las Guacamayas, 2312, Vía Las Guacamayas, Parroquia Sosa, Guárico, Venezuela"
380,979,"('Los Guayos, Carabobo State', 'Venezuela')",10.1892618,-67.9382941,"Los Guayos, 2001, Carabobo, Venezuela"
381,980,"('Manzanita', 'Venezuela')",9.9609803,-68.9771823,"La Manzanita, Lara, Venezuela"
382,983,"('Punta Gorda', 'Venezuela')",10.3219265,-71.4073978,"Punta Gorda, 4013, Zulia, Venezuela"
383,985,"('Santa Barbara', 'Venezuela')",7.8382744,-71.2400749,"Santa Bárbara, Santa Bárbara de Barinas, Barinas, Venezuela"
384,986,"('Semillas Aragua', 'Venezuela')",10.0,-67.166667,"Aragua, Venezuela"
385,987,"('Tocoron', 'Venezuela')",10.0928914,-67.5840267,"Tocorón, Aragua, Venezuela"
386,988,"('Tocoron, Estado Aragua', 'Venezuela')",10.0928914,-67.5840267,"Tocorón, Aragua, Venezuela"
387,989,"('Tucupido', 'Venezuela')",7.6856445,-71.5193507,"Tucupido, Parroquia Libertador, Táchira, Venezuela"
388,990,"('Turen', 'Venezuela')",9.166667,-68.833333,"Distrito Turén, Portuguesa, Venezuela"
389,992,"('Venezuela', 'Venezuela')",8.0018709,-66.1109318,"Venezuela, Venezuela"
390,993,"('Villa De Cura, Aragua', 'Venezuela')",10.035746,-67.486157,"Villa de Cura, 2126, Aragua, Venezuela"
391,995,"('Binh Chanh Dictrict - Ho Chi Minh City', 'Vietnam')",10.6901149,106.5826774,"Bình Chánh District, 842, Ho Chi Minh City, Vietnam"
392,996,"('Binh Duong', 'Vietnam')",11.1969829,106.7080527,"Binh Duong Province, Vietnam"
393,998,"('Dan Phuong Hatay', 'Vietnam')",21.11962705,105.67846875670617,"Dan Phuong District, Hanoi, Vietnam"
394,999,"('Danphing Dist.', 'Vietnam')",10.849306949999999,106.80205522668349,"Sonion Vietnam, Ho Chi Minh City, Vietnam"
395,1000,"('Duc Hoa District, Long An Province', 'Vietnam')",10.882814799999998,106.43380220306233,"Đức Hòa District, Long An province, Vietnam"
396,1001,"('Gorakhpur', 'Vietnam')",13.2904027,108.4265113,"Vietnam, Vietnam"
397,1005,"('Tay Ninh Province', 'Vietnam')",11.404629,106.0033909,"Tay Ninh province, Vietnam"
398,1011,"('Kutumani', 'Zambia')",-14.5186239,27.5599164,"Zambia, Zambia"
399,1012,"('Lyempe', 'Zambia')",-14.5186239,27.5599164,"Zambia, Zambia"
400,1013,"('Magobo', 'Zambia')",-14.5186239,27.5599164,"Zambia, Zambia"
401,1023,"('Zambia', 'Zambia')",-14.5186239,27.5599164,"Zambia, Zambia"
402,1029,"('Cimmyt, Harare', 'Zimbabwe')",-17.831773,31.045686,"Harare, 0000, Harare Province, Zimbabwe"
403,1030,"('Dedza', 'Zimbabwe')",-18.4554963,29.7468414,"Zimbabwe, Zimbabwe"
404,1041,"('Pannar', 'Zimbabwe')",-18.4554963,29.7468414,"Zimbabwe, Zimbabwe"
405,1042,"('Pioneer', 'Zimbabwe')",-17.9365916,25.8347374,"Pioneer Road, 00236, Victoria Falls, Matabeleland North, Zimbabwe"
406,1043,"('Radoma', 'Zimbabwe')",-18.4554963,29.7468414,"Zimbabwe, Zimbabwe"
407,1048,"('Zimbabwe', 'Zimbabwe')",-18.4554963,29.7468414,"Zimbabwe, Zimbabwe"
408,1053,"('Gisozi', 'Burundi')",-3.5659737,29.6825013,"Gisozi, Mwaro, Burundi"
409,1057,"('Zacatepec, Morelos', 'Mexico')",18.65059575,-99.20307754840212,"Zacatepec, Morelos, Mexico"
410,1058,"('Miacatlan', 'Mexico')",18.765853,-99.3593994,"Miacatlan, 62630.0, Morelos, Mexico"
411,1059,"('Salandhar (punjab)', 'India')",30.9293211,75.5004841,"Punjab, India"
412,1075,"('Gondar', 'Ethiopia')",4.9,43.08333,"El Gondar, Somali Region, Ethiopia"
413,1076,"('Quindio', 'Colombia')",4.3435926,-75.7232898,"Quindío, Colombia"
414,1078,"('Kisama', 'Kenya')",1.4419683,38.4313975,"Kenya, Kenya"
415,1079,"('Angecha', 'Ethiopia')",10.2116702,38.6521203,"Ethiopia, Ethiopia"
416,1080,"('Ivumwe', 'Tanzania')",-8.935421999999999,33.49393852657615,"Ivumwe Primary School, Soweto street - Mbeya, Mbeya, Tanzania"
417,1081,"('Mparambo', 'Burundi')",-3.3634357,29.8870575,"Burundi, Burundi"
418,1082,"('Thika', 'Kenya')",-1.036648,37.077523,"Thika, Kiambu County, Kenya"
419,1083,"('Matisi', 'Kenya')",1.4419683,38.4313975,"Kenya, Kenya"
420,1084,"('Kutus', 'Kenya')",-0.573059,37.32785,"Kutus, Kirinyaga County, Kenya"
421,1085,"('Kimaeti', 'Kenya')",0.605,34.41,"Kimaeti, Bungoma, Kenya"
422,1086,"('Elgon Downs', 'Kenya')",-1.3021085,36.8159039,"Elgon Road, 764, Nairobi, Nairobi, Kenya"
423,1087,"('Bumula', 'Kenya')",1.4419683,38.4313975,"Kenya, Kenya"
424,1088,"('Bulindi', 'Uganda')",1.476389,31.440556,"Bulindi, Hoima, Uganda"
425,1089,"('Bugiri', 'Uganda')",0.52060155,33.77215775654412,"Bugiri, Uganda"
426,1090,"('Nyagatare', 'Rwanda')",-1.298632,30.329535,"Nyagatare, East Province, Rwanda"
427,1091,"('Kagumo', 'Kenya')",-0.4064921,37.0142017,"Kagumo High School, 10100, Chaka, Nyeri, Kenya"
428,1092,"('Screen House', 'Kenya')",-0.43120795,34.2064672,"icipe screenhouses, icipe guest house road, icipe guest house road, Mbita, Homa Bay, Kenya"
429,1093,"('Chitedzi', 'Malawi')",-13.93356,33.66009553625388,"Chitedzi Agricultural Research Station, P.BAG B525, Lilongwe, Lilongwe, Malawi"
430,1094,"('Kiteta', 'Kenya')",-1.4999764,37.5174943,"Kiteta, Machakos, Kenya"
431,1095,"('Kyuu', 'Kenya')",1.4419683,38.4313975,"Kenya, Kenya"
432,1096,"('Bingu', 'Malawi')",-13.94380235,33.75318330526527,"Bingu Stadium, Kaunda Road, 492283, Kaunda Road, Lilongwe, Lilongwe, Malawi"
433,1097,"('Mpingu', 'Malawi')",-13.2687204,33.9301963,"Malawi, Malawi"
434,1098,"('Pomela', 'Malawi')",-13.2687204,33.9301963,"Malawi, Malawi"
435,1099,"('Pallisa', 'Uganda')",1.2106561,33.759372605323406,"Pallisa, Uganda"
436,1100,"('Rancho Guadalupe, Toluca', 'Mexico')",28.2020701,-106.2336761,"Rancho Guadalupe, Chihuahua, Mexico"
437,1101,"('Mwea', 'Kenya')",-0.7786437,37.5153156,"Mwea sub-location, Embu County, Kenya"
438,1102,"('Tlaxcala', 'Mexico')",19.416667,-98.166667,"Tlaxcala, Mexico"
439,1103,"('Cochabamba', 'Bolivia')",-17.3935853,-66.1569588,"Cochabamba, Cochabamba, Bolivia"
440,1104,"('Chuquipata', 'Ecuador')",-2.7432269,-78.8418618,"Calle Chuquipata, 030201, Azogues, Cañar, Ecuador"
441,1108,"('Africa University', 'Zimbabwe')",-18.89671215,32.6016041639447,"Africa University, Old Mutare, Manicaland, Zimbabwe"
442,1109,"('Francistown', 'Botswana')",-21.16636,27.502515,"Francistown, North-East District, Botswana"
443,1110,"('Kipopo', 'Congo')",-4.96834,17.8331,"Kipopo, Kwilu, Democratic Republic of the Congo"
444,1111,"('Kisanga', 'Congo')",-11.720744,27.397472385626152,"Kisanga, Haut-Katanga, Democratic Republic of the Congo"
445,1112,"('Kasinga', 'Congo')",0.031729,29.209892,"Ecole primaire Kasinga, 256, Musienene, North Kivu, Democratic Republic of the Congo"
446,1113,"('Kaniameshi', 'Congo')",-0.7264327,15.6419155,"Congo-Brazzaville, Republic of the Congo"
447,1114,"('Kiniameshi', 'Congo')",-0.7264327,15.6419155,"Congo-Brazzaville, Republic of the Congo"
448,1115,"('Tsali-tlama', 'Lesotho')",-29.4848462,27.519636,"Tlametlu, Mafeteng, Lesotho"
449,1116,"('Siloe', 'Lesotho')",-29.1443297,27.7406226,"Silos road, 200, Koro koro, Berea, Lesotho"
