,COUNT,Country,DAYLENGTH,ELEVATION,ELEV_M,EVAP,ElevM,Flipped_Lat,Flipped_Lng,GRIDCODE,Geocoded_Adr,Geocoded_Lat,Geocoded_Lng,ISO2,ISO3,Irrig_p,LATITUDEdec,LONGITUDEdec,Latitude,LatitudeMin,Location,LocationData,LocationID,LocationIDOld,Longitude,LongitudeMin,MAX_TEMP,MEANTEMP,MEANTEMPRange,MIN_TEMP,MegaEnviron,PRE,Region,SITEID,START,Z_M_RAIN,geometry,grlatitud,grlongitud,latitudNS,longitudEW,minlatitud,minlongitud,oldid
61,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Colombia, Colombia",2.8894434,-73.783892,,,0.0,0.0,0.0,0.0,,ARBORATES,0.0,117.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1680.0
62,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Dagua, Valle del Cauca, Colombia",3.65186675,-76.72289271511232,,,0.0,0.0,0.0,0.0,,"ATUNCELA, DAGUA",0.0,119.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2060.0
63,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Bucaramanga, Santander, Colombia",7.1114611,-73.1172869,,,0.0,0.0,0.0,0.0,,BUCARAMANGA,0.0,120.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1624.0
64,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Bucaramanga, Santander, Colombia",7.1114611,-73.1172869,,,0.0,0.0,0.0,0.0,,"BUCARAMANGA, PINCHOTE",0.0,121.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2282.0
65,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Vía Mediacanoa - Buga, Yotoco, Valle del Cauca, Colombia",3.8922119,-76.368673,,,0.0,0.0,0.0,0.0,,"BUGA, MEDIA CANOA",0.0,123.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2046.0
66,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Caicedonia, Valle del Cauca, Colombia",4.3080642000000005,-75.83980499303324,,,0.0,0.0,0.0,0.0,,CAICEDONIA,0.0,124.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1619.0
67,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Caldono, Cauca, Colombia",2.796326,-76.4836526,,,0.0,0.0,0.0,0.0,,CALDONO,0.0,125.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2288.0
68,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Campo Alegre Airport, Huila, Colombia",2.663056,-75.34,,,0.0,0.0,0.0,0.0,,"CAMPO ALEGRE, HUILA",0.0,127.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2287.0
69,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Arroyo Negro, Caserío Flecha, Córdoba, Colombia",8.7241403,-75.6877463,,,0.0,0.0,0.0,0.0,,CA╤A FLECHA,0.0,128.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1695.0
70,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"El Carmen de Bolívar, Bolívar, Colombia",9.7178623,-75.1238318,,,0.0,0.0,0.0,0.0,,CARMEN DE BOLIVAR,0.0,129.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1671.0
71,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Cereté, Córdoba, Colombia",8.8884178,-75.84239456572658,,,0.0,0.0,0.0,0.0,,"CERETE, CORDOBA",0.0,130.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2280.0
72,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Cerrito, Santander, Colombia",6.8435992,-72.6939627,,,0.0,0.0,0.0,0.0,,CERRITO,0.0,131.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1623.0
73,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Río de Oro, Norte de Santander, Colombia",9.1108885,-72.8089164,,,0.0,0.0,0.0,0.0,,CIENEGA DE ORO,0.0,132.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2281.0
74,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Ciudad Bolívar, Antioquia, Colombia",5.8500342,-76.0208666,,,0.0,0.0,0.0,0.0,,CIUDAD BOLIVAR,0.0,133.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1699.0
75,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Colombia, Colombia",2.8894434,-73.783892,,,0.0,0.0,0.0,0.0,,COLOMBIA,0.0,134.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1675.0
76,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Córdoba, Colombia",8.3344713,-75.6666238,,,0.0,0.0,0.0,0.0,,CORDOBA,0.0,135.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1890.0
77,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Corozal, Valle del Cauca, Colombia",4.3988856,-75.9180591,,,0.0,0.0,0.0,0.0,,COROZAL,0.0,136.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1669.0
78,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Darién, Valle del Cauca, Colombia",3.9318186,-76.4842408,,,0.0,0.0,0.0,0.0,,"DARIEN, VALLE DEL CAUCA",0.0,137.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2057.0
79,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Duitama, 150461, Boyacá, Colombia",5.8277055,-73.0338939,,,0.0,0.0,0.0,0.0,,DUITAMA,0.0,138.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1622.0
80,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Mesetas De El Espinal, 73168, Tolima, Colombia",3.6461987,-75.3992722,,,0.0,0.0,0.0,0.0,,"EL ESPINAL, TOLIMA",0.0,140.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1625.0
81,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"El Líbano, Tolima, Colombia",4.9157501,-75.0618177,,,0.0,0.0,0.0,0.0,,EL LIBANO,0.0,141.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1626.0
82,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"El Naranjal, Cauca, Colombia",2.9142726,-76.5053277,,,0.0,0.0,0.0,0.0,,EL NARANJAL,0.0,142.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1693.0
83,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"El Rosario, 176002, Caldas, Colombia",5.0330087,-75.5690318,,,0.0,0.0,0.0,0.0,,EL ROSARIO,0.0,143.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1697.0
84,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"El Tambor, Resguardo Indigena Gausirumos, Valle del Cauca, Colombia",3.7638803,-76.4861177,,,0.0,0.0,0.0,0.0,,"EL TAMBO, VALLE DEL CAUCA",0.0,144.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1690.0
85,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"El Tomate, 054, Antioquia, Colombia",8.4554247,-76.3655876,,,0.0,0.0,0.0,0.0,,EL TOMATE,0.0,145.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1694.0
86,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Fuente de Oro, Meta, Colombia",3.4620609,-73.6174321,,,0.0,0.0,0.0,0.0,,"FUENTE DE ORO, GRANDA",0.0,146.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1718.0
87,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Garzón, 414020, Huila, Colombia",2.1625835,-75.55514449355248,,,0.0,0.0,0.0,0.0,,"GARZON, HUILA",0.0,147.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2286.0
88,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Granada, Antioquia, Colombia",6.1442998,-75.1844057,,,0.0,0.0,0.0,0.0,,GRANADA,0.0,148.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1664.0
89,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Rio Guadalajara, 042, Valle del Cauca, Colombia",3.8884715,-76.2593652,,,0.0,0.0,0.0,0.0,,GUADALAJARA DE BUGA,0.0,149.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1879.0
90,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Caldono, Cauca, Colombia",2.796326,-76.4836526,,,0.0,0.0,0.0,0.0,,"INDEPENDENCIA, CALDONO",0.0,150.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2061.0
91,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Carrera 21 bis, 576, Bostón, Risaralda, Colombia",4.8023263,-75.6964439,,,0.0,0.0,0.0,0.0,,"LA CATALINA, PEREIRA",0.0,151.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1684.0
92,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Rio La Granada, 182010, Caquetá, Colombia",2.2768381,-74.9559382,,,0.0,0.0,0.0,0.0,,"LA CUBILLERA, GRANADA",0.0,152.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1704.0
93,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"La Palomera, Cauca, Colombia",2.9537984,-76.4195252,,,0.0,0.0,0.0,0.0,,LA PALOMERA,0.0,153.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1706.0
94,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"12, 12, Puerta Grande, Cauca, Colombia",2.2551161,-76.90841105000001,,,0.0,0.0,0.0,0.0,,"LA TROCHA 12, GRANDA",0.0,154.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1716.0
95,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Corcega, Valle del Cauca, Colombia",4.5366453,-76.06681,,,0.0,0.0,0.0,0.0,,"LA UNION, CORCEGA",0.0,156.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2045.0
96,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Lejania, Huila, Colombia",2.7688153,-75.649768,,,0.0,0.0,0.0,0.0,,"LEJANIA, GRANADA",0.0,157.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1715.0
97,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Colombia, Colombia",2.8894434,-73.783892,,,0.0,0.0,0.0,0.0,,MATAZUL,0.0,158.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1637.0
98,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Menegua, Meta, Colombia",4.1504917,-72.7191616,,,0.0,0.0,0.0,0.0,,MENEGUA,0.0,159.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1627.0
99,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Rio Mondomo, El Arbolito, Cauca, Colombia",2.8606688,-76.5123296,,,0.0,0.0,0.0,0.0,,"MONDOMO, SANTANDER",0.0,160.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2062.0
100,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Neiva, Huila, Colombia",3.0332673000000003,-75.27944239597832,,,0.0,0.0,0.0,0.0,,"NEIVA, HUILA",0.0,162.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1628.0
101,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"MOLINA, Valle del Cauca, Colombia",4.6220602,-76.0282284,,,0.0,0.0,0.0,0.0,,"OBANDO, MOLINA",0.0,163.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2044.0
102,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Armenia, Quindío, Colombia",4.4923898,-75.73960166465673,,,0.0,0.0,0.0,0.0,,"PARAGUAICITO, ARMENIA",0.0,165.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1685.0
103,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Aguachica, Cesar, Colombia",8.24811845,-73.62140380560058,,,0.0,0.0,0.0,0.0,,PELAYA-CESAR (AGUACHICA),0.0,166.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1562.0
104,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Pereira, 660002, Risaralda, Colombia",4.8142912,-75.6946451,,,0.0,0.0,0.0,0.0,,PEREIRA,0.0,167.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1620.0
105,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Piendamó, Cauca, Colombia",2.735773,-76.5534967167817,,,0.0,0.0,0.0,0.0,,PIENDAMO,0.0,168.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2059.0
106,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Colombia, Colombia",2.8894434,-73.783892,,,0.0,0.0,0.0,0.0,,PROCAMPO,0.0,169.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1692.0
107,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Puerto Lopez, Córdoba, Colombia",7.7933241,-75.8401892,,,0.0,0.0,0.0,0.0,,PUERTO LOPEZ,0.0,170.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1777.0
108,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Carrera 2, 00000, Puerto Berrío, Antioquia, Colombia",6.4902145,-74.3997197,,,0.0,0.0,0.0,0.0,,PUERTO LOPEZ (2),0.0,171.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1778.0
109,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Montenegro, Quindío, Colombia",4.5664176,-75.7507081,,,0.0,0.0,0.0,0.0,,"QUINDIO, MONTENEGRO",0.0,172.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2284.0
110,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Rivera, Huila, Colombia",2.7779482,-75.2582697,,,0.0,0.0,0.0,0.0,,"RIVERA, HUILA",0.0,173.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2047.0
111,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Roldanillo, Valle del Cauca, Colombia",4.4440112,-76.16639092634387,,,0.0,0.0,0.0,0.0,,ROLDANILLO,0.0,174.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1688.0
112,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Sabana de Torres, Santander, Colombia",7.3939416,-73.4998859,,,0.0,0.0,0.0,0.0,,"SABANA DE TORRES, SANTANDER",0.0,175.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2279.0
113,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Loma Grande, Córdoba, Colombia",8.9103343,-75.4817766,,,0.0,0.0,0.0,0.0,,SAHAGU,0.0,176.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1696.0
114,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"San Antonio, Córdoba, Colombia",7.7017427,-75.6206362,,,0.0,0.0,0.0,0.0,,SAN ANTONIO,0.0,177.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1673.0
115,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Archipiélago de San Andrés, Providencia y Santa Catalina (Colombia), Colombia",12.38051665,-81.6140750764522,,,0.0,0.0,0.0,0.0,,SAN BARRETO,0.0,178.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1678.0
116,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Sandoná, Nariño, Colombia",1.2991853500000001,-77.47593481408893,,,0.0,0.0,0.0,0.0,,"SAN FRANCISCO, SANDONA",0.0,179.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2055.0
117,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"San Ignacio, Meta, Colombia",3.5209285,-74.0519891,,,0.0,0.0,0.0,0.0,,"SAN IGNACIO, GRANADA",0.0,180.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1719.0
118,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"San Pedro de Urabá, 054, Antioquia, Colombia",8.33372075,-76.34080137233052,,,0.0,0.0,0.0,0.0,,SAN PEDRO DE URABA,0.0,181.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1674.0
119,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"San Pelayo, Córdoba, Colombia",8.9572178,-75.8374769,,,0.0,0.0,0.0,0.0,,SAN PELAYO,0.0,182.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1677.0
120,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"San Rafael, Nariño, Colombia",1.1638005,-77.4519397,,,0.0,0.0,0.0,0.0,,"SAN RAFAEL, CONSACA",0.0,183.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2054.0
121,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Sandoná, Nariño, Colombia",1.2991853500000001,-77.47593481408893,,,0.0,0.0,0.0,0.0,,"SANDONA, NARINO, FIDAR",0.0,184.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2271.0
122,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Santa Helena, Tolima, Colombia",5.1187993,-75.1714513,,,0.0,0.0,0.0,0.0,,SANTA HELENA,0.0,185.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1702.0
123,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Santa Lucía, Las Andes, Antioquia, Colombia",6.0537421,-75.9961388,,,0.0,0.0,0.0,0.0,,SANTA LUCIA,0.0,186.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1672.0
124,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Santander de Quilichao, Cauca, Colombia",2.99828845,-76.51019933487012,,,0.0,0.0,0.0,0.0,,SANTANDER DE QUILICHAO,0.0,187.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,2064.0
125,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Segovia, Antioquia, Colombia",7.2775945,-74.62085391976942,,,0.0,0.0,0.0,0.0,,SEGOVIA,0.0,188.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1670.0
126,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Colombia, Colombia",2.8894434,-73.783892,,,0.0,0.0,0.0,0.0,,SEMIVALLE,0.0,189.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1712.0
127,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Sincelejo, 70001, Sucre, Colombia",9.315429349999999,-75.43298059079754,,,0.0,0.0,0.0,0.0,,SINCELEJO,0.0,190.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1679.0
128,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Colombia, Colombia",2.8894434,-73.783892,,,0.0,0.0,0.0,0.0,,TALUMA,0.0,191.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1701.0
129,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Tierra Alta, cumaral, Meta, Colombia",4.2403403,-73.4609491,,,0.0,0.0,0.0,0.0,,TIERRA ALTA,0.0,192.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1676.0
130,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Colombia, Colombia",2.8894434,-73.783892,,,0.0,0.0,0.0,0.0,,TULENAPA,0.0,193.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,W,0.0,0.0,133.0
131,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Tunja, Boyacá, Colombia",5.5158168,-73.37773195372108,,,0.0,0.0,0.0,0.0,,TUNJA,0.0,194.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1709.0
132,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Turipaná, Comuna Oriente, Huila, Colombia",2.9405994,-75.25635620782482,,,0.0,0.0,0.0,0.0,,TURIPANA (3),0.0,197.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1741.0
133,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Carrera 43B, Comuna Oriente, Huila, Colombia",2.9402105,-75.2568126,,,0.0,0.0,0.0,0.0,,TURIPANA (4),0.0,198.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1743.0
134,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Valle de Mamancanaca, Magdalena, Colombia",10.717347,-73.6220434,,,0.0,0.0,0.0,0.0,,VALLE DE MAGDALENA,0.0,199.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1563.0
135,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Valle de Mamancanaca, Magdalena, Colombia",10.717347,-73.6220434,,,0.0,0.0,0.0,0.0,,VALLE DE MAGDALENA (2),0.0,200.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1564.0
136,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Valle de Mamancanaca, Magdalena, Colombia",10.717347,-73.6220434,,,0.0,0.0,0.0,0.0,,VALLE DE MAGDALENA (3),0.0,201.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1565.0
137,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Flota Magdalena S.A., Calle 42, 763531, Calle 42, Palmira, Valle del Cauca, Colombia",3.5378217,-76.2976028,,,0.0,0.0,0.0,0.0,,VALLE DE MAGDALENA (4),0.0,202.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1566.0
138,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Valle del Cauca, Colombia",4.063969999999999,-76.12337981939545,,,0.0,0.0,0.0,0.0,,VALLE DEL CAUCA,0.0,203.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1583.0
139,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Venecia, Antioquia, Colombia",5.9458914,-75.77586492822118,,,0.0,0.0,0.0,0.0,,VENECIA,0.0,204.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1700.0
140,0.0,COLOMBIA,,0.0,0.0,0.0,0.0,,,0.0,"Villavicencio, 500005, Villavicencio, Meta, Colombia",4.1315113,-73.6206667,,,0.0,0.0,0.0,0.0,,VILLAVICENCIO,0.0,205.0,,0.0,,0.0,0.0,,0.0,,0.0,South America,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1621.0
